frame,pump_rpm,time_s,area_um2,area_mm2,r_eff_um,coverage
338,4,3.38,83174.45869351234,0.0831744586935123,162.71217680349037,0.7805555555555556
339,4,3.39,83524.88106504726,0.0835248810650472,163.0545779342912,0.775
340,4,3.4,83349.11836847097,0.0833491183684709,162.8829284528839,0.7861111111111111
341,4,3.41,83468.59538402258,0.0834685953840225,162.99962913028085,0.7833333333333333
342,4,3.42,86355.52830132181,0.0863555283013218,165.7945064980588,0.7638888888888888
343,4,3.43,83857.12749233618,0.0838571274923361,163.37855645030393,0.7722222222222223
344,4,3.44,83312.16699308602,0.083312166993086,162.84681880004342,0.7722222222222223
345,4,3.45,83519.59730566153,0.0835195973056615,163.04942046042714,0.7722222222222223
346,4,3.46,85514.828361938,0.085514828361938,164.98550022021595,0.775
347,4,3.47,83424.68992527224,0.0834246899252722,162.95675363430456,0.7805555555555556
348,4,3.48,83273.00302627096,0.0832730030262709,162.8085382142926,0.7888888888888889
349,4,3.49,84077.41035215986,0.0840774103521598,163.59300388410216,0.7833333333333333
350,4,3.5,83277.15353186625,0.0832771535318662,162.8125955276139,0.7833333333333333
351,4,3.51,82510.95631080872,0.0825109563108087,162.06188050312525,0.775
352,4,3.52,84619.34089213803,0.084619340892138,164.11938571760447,0.7805555555555556
353,4,3.53,84402.24037964524,0.0844022403796452,163.9087170619727,0.775
354,4,3.54,83523.62737308188,0.0835236273730818,163.05335422119666,0.775
355,4,3.55,84993.77453320644,0.0849937745332064,164.4820923322527,0.7833333333333333
356,4,3.56,84301.74374977445,0.0843017437497744,163.81110602790577,0.7805555555555556
357,4,3.57,85481.2084234066,0.0854812084234066,164.95306521585903,0.7722222222222223
358,4,3.58,83667.68756284197,0.0836676875628419,163.19390952296345,0.7777777777777778
359,4,3.59,85120.3728500784,0.0851203728500784,164.60454487598537,0.7805555555555556
360,4,3.6,84916.0702088906,0.0849160702088906,164.40688745720703,0.775
361,4,3.61,87118.58460930907,0.087118584609309,166.52539371363787,0.7777777777777778
362,4,3.62,84366.37040329321,0.0843663704032932,163.8738837057687,0.775
363,4,3.63,85249.26205853077,0.0852492620585307,164.7291197788147,0.7694444444444445
364,4,3.64,85650.35940458385,0.0856503594045838,165.11618985936494,0.7777777777777778
365,4,3.65,86594.53193623669,0.0865945319362366,166.02378023874206,0.7777777777777778
366,4,3.66,85263.08267354967,0.0852630826735496,164.74247218460914,0.775
367,4,3.67,85912.41838830692,0.0859124183883069,165.36859471784894,0.7611111111111111
368,4,3.68,87371.68561644769,0.0873716856164476,166.76711697531204,0.7694444444444445
369,4,3.69,88087.2168068847,0.0880872168068847,167.44859496587708,0.7694444444444445
370,4,3.7,89337.23707135397,0.0893372370713539,168.6325169241004,0.7694444444444445
371,4,3.71,89045.34093506313,0.0890453409350631,168.35680068900328,0.7666666666666667
372,4,3.72,86551.6790039272,0.0865516790039272,165.98269516053787,0.7555555555555555
373,4,3.73,88652.77997361141,0.0886527799736114,167.98528597254247,0.7583333333333333
374,4,3.74,90143.58194900362,0.0901435819490036,169.39183365908332,0.7666666666666667
375,4,3.75,89350.90300177147,0.0893509030017714,168.64541430146508,0.7666666666666667
376,4,3.76,89631.40906686406,0.089631409066864,168.90992753111428,0.7611111111111111
377,4,3.77,87491.71551118065,0.0874917155111806,166.88162872643744,0.7527777777777778
378,4,3.78,89958.79567771571,0.0899587956777157,169.2181255463036,0.7555555555555555
379,4,3.79,87780.55899909318,0.0877805589990931,167.15687166297076,0.7527777777777778
380,4,3.8,90217.94312751248,0.0902179431275124,169.4616865508372,0.7527777777777778
381,4,3.81,90516.73924949324,0.0905167392494932,169.74207777753296,0.7638888888888888
382,4,3.82,89080.118386761,0.089080118386761,168.38967410422913,0.7555555555555555
383,4,3.83,93200.97542752668,0.0932009754275266,172.24050592283538,0.7527777777777778
384,4,3.84,94120.08990931135,0.0941200899093113,173.0877092882133,0.7416666666666667
385,4,3.85,92561.17450922416,0.0925611745092241,171.64829426204363,0.7333333333333333
386,4,3.86,88638.00721179825,0.0886380072117982,167.97128917510133,0.8722222222222222
387,4,3.87,89335.98977838874,0.0893359897783887,168.63133972804462,0.8527777777777777
388,4,3.88,93485.24690156826,0.0934852469015682,172.50298055715376,0.7861111111111111
389,4,3.89,91995.24625604764,0.0919952462560476,171.1227523306364,0.7611111111111111
390,4,3.9,92051.14350467018,0.0920511435046701,171.17473239955524,0.7472222222222222
391,4,3.91,88206.82083260966,0.0882068208326096,167.56223649695653,0.7361111111111112
392,4,3.92,87611.76874054105,0.087611768740541,166.99608419409782,0.7527777777777778
393,4,3.93,87264.46116041986,0.0872644611604198,166.66475542196395,0.7527777777777778
394,4,3.94,90995.36929722589,0.0909953692972258,170.19026307122266,0.7361111111111112
395,4,3.95,87600.13367994397,0.0876001336799439,166.98499507844355,0.7638888888888888
396,4,3.96,89362.77259379953,0.0893627725937995,168.65661556369585,0.7555555555555555
397,4,3.97,93349.8967596163,0.0933498967596163,172.378058385695,0.7527777777777778
398,4,3.98,91453.58388184063,0.0914535838818406,170.6182284415368,0.7305555555555555
399,4,3.99,93330.81782041406,0.093330817820414,172.36044209114834,0.7638888888888888
400,4,4.0,89639.96622435548,0.0896399662243554,168.91799029823147,0.7888888888888889
401,4,4.01,91657.06608253212,0.0916570660825321,170.80793386921752,0.7944444444444444
402,4,4.02,87945.20065710219,0.0879452006571022,167.31355836145747,0.7638888888888888
403,4,4.03,89120.47461242155,0.0891204746124215,168.42781281761427,0.7833333333333333
404,4,4.04,89736.04106179738,0.0897360410617973,169.00848800271748,0.7722222222222223
405,4,4.05,89137.72796752478,0.0891377279675247,168.4441154924223,0.7555555555555555
406,4,4.06,91374.28900038282,0.0913742890003828,170.54424508565705,0.7694444444444445
407,4,4.07,90596.4853460882,0.0905964853460881,169.8168334976388,0.7666666666666667
408,4,4.08,91955.980740732,0.091955980740732,171.08622902940274,0.7666666666666667
409,4,4.09,91521.80265255849,0.0915218026525584,170.68185195172694,0.7638888888888888
410,4,4.1,92207.25912511336,0.0922072591251133,171.31982418107404,0.7611111111111111
411,4,4.11,91636.54317075537,0.0916365431707553,170.7888100168133,0.7555555555555555
412,4,4.12,90564.59572641295,0.0905645957264129,169.78694342603475,0.75
413,4,4.13,92343.47700029744,0.0923434770002974,171.4463229520545,0.7555555555555555
414,4,4.14,91136.56685300265,0.0911365668530026,170.32225404262562,0.7555555555555555
415,4,4.15,91161.90116292828,0.0911619011629282,170.3459256438782,0.7472222222222222
416,4,4.16,94305.50979461645,0.0943055097946164,173.2581198363549,0.7611111111111111
417,4,4.17,93347.89708191958,0.0933478970819195,172.3762120933223,0.7666666666666667
418,4,4.18,92792.66441981633,0.0927926644198163,171.8628012402987,0.7555555555555555
419,4,4.19,92645.15501979178,0.0926451550197917,171.7261446310071,0.7527777777777778
420,4,4.2,94644.76123944655,0.0946447612394465,173.56947651594817,0.7527777777777778
421,4,4.21,92310.21204771475,0.0923102120477147,171.41544005867635,0.7555555555555555
422,4,4.22,95053.36285861475,0.0950533628586147,173.94374122949125,0.7583333333333333
423,4,4.23,93034.32543901476,0.0930343254390147,172.0864478733829,0.75
424,4,4.24,93074.8342420668,0.0930748342420667,172.12390854895045,0.7555555555555555
425,4,4.25,94862.56570565848,0.0948625657056584,173.76907806877068,0.7611111111111111
426,4,4.26,95395.52505692892,0.0953955250569289,174.25653136486446,0.75
427,4,4.27,92921.59334133506,0.092921593341335,171.98215547113264,0.7472222222222222
428,4,4.28,95696.71253885924,0.0956967125388592,174.53140025911443,0.7638888888888888
429,4,4.29,95674.44855491264,0.0956744485549126,174.51109658188267,0.7611111111111111
430,4,4.3,95270.86977592486,0.0952708697759248,174.14264186294344,0.7555555555555555
431,4,4.31,96915.0962381152,0.0969150962381151,175.63892863783235,0.7444444444444445
432,4,4.32,95109.42714162834,0.0951094271416283,173.99503133267123,0.7555555555555555
433,4,4.33,95384.05525874071,0.0953840552587407,174.2460552585285,0.7611111111111111
434,4,4.34,96330.10655018242,0.0963301065501824,175.10803879908252,0.7666666666666667
435,4,4.35,95103.72133601725,0.0951037213360172,173.98981209864732,0.7527777777777778
436,4,4.36,93860.19242517998,0.0938601924251799,172.84856715647874,0.75
437,4,4.37,94851.5450180987,0.0948515450180987,173.7589839377167,0.7583333333333333
438,4,4.38,95443.5931888222,0.0954435931888222,174.3004282407419,0.7555555555555555
439,4,4.39,96870.40616873757,0.0968704061687375,175.5984281312006,0.7583333333333333
440,4,4.4,98926.5041310164,0.0989265041310164,177.45220277726656,0.75
441,4,4.41,97024.82103974138,0.0970248210397413,175.73832747059683,0.7583333333333333
442,4,4.42,95810.77480885244,0.0958107748088524,174.6353825104942,0.7583333333333333
443,4,4.43,94906.37985239492,0.0949063798523949,173.80920277399417,0.7472222222222222
444,4,4.44,97526.683183447,0.097526683183447,176.19224564096348,0.7555555555555555
445,4,4.45,97257.11678890623,0.0972571167889062,175.9485770776234,0.7638888888888888
446,4,4.46,95963.46309356696,0.0959634630935669,174.77448044584682,0.7611111111111111
447,4,4.47,95098.51640026271,0.0950985164002627,173.98505088545676,0.7472222222222222
448,4,4.48,96628.4705816654,0.0966284705816654,175.37901092480732,0.7555555555555555
449,4,4.49,96977.90498194734,0.0969779049819473,175.6958334655268,0.7555555555555555
450,4,4.5,95470.14867536968,0.0954701486753696,174.32467455528635,0.7527777777777778
451,4,4.51,96457.91654518482,0.0964579165451848,175.22416624719136,0.7527777777777778
452,4,4.52,97328.01298021348,0.0973280129802134,176.01269480985246,0.7583333333333333
453,4,4.53,95194.19586656107,0.095194195866561,174.07255283829934,0.7444444444444445
454,4,4.54,98321.31009297736,0.0983213100929773,176.9085781558848,0.7583333333333333
455,4,4.55,97703.65224872265,0.0977036522487226,176.3520298353029,0.7555555555555555
456,4,4.56,97901.12814832274,0.0979011281483227,176.53015877791907,0.7527777777777778
457,4,4.57,97870.49228776632,0.0978704922877663,176.50253613155382,0.7583333333333333
458,4,4.58,96491.97806665688,0.0964919780666568,175.2551013695361,0.75
459,4,4.59,97798.03331451598,0.0977980333145159,176.4371867077407,0.7444444444444445
460,4,4.6,96590.83795593985,0.0965908379559398,175.344856315069,0.7555555555555555
461,4,4.61,95686.6977442756,0.0956866977442755,174.52226754280707,0.7555555555555555
462,4,4.62,97721.68632971084,0.0977216863297108,176.36830455979992,0.7555555555555555
463,4,4.63,97012.20487764927,0.0970122048776492,175.72690144950238,0.7527777777777778
464,4,4.64,97087.31436192855,0.0970873143619285,175.79491455794556,0.75
465,4,4.65,98569.75530005131,0.0985697553000513,177.13194966104626,0.7555555555555555
466,4,4.66,98822.56752273587,0.0988225675227358,177.35895867012758,0.7555555555555555
467,4,4.67,98026.98769688644,0.0980269876968864,176.64359398725944,0.75
468,4,4.68,98441.06244473692,0.0984410624447369,177.01627999310017,0.7527777777777778
469,4,4.69,96460.88162116696,0.0964608816211669,175.22685938526024,0.7472222222222222
470,4,4.7,98473.4040194177,0.0984734040194177,177.04535584293444,0.7555555555555555
471,4,4.71,96642.72257502934,0.0966427225750293,175.39194400926527,0.7527777777777778
472,4,4.72,96625.43373182043,0.0966254337318204,175.37625498805468,0.7527777777777778
473,4,4.73,98560.92711832968,0.0985609271183296,177.12401726814014,0.7583333333333333
474,4,4.74,98184.30331327122,0.0981843033132712,176.78527770343928,0.7555555555555555
475,4,4.75,97241.03588185886,0.0972410358818588,175.9340304317172,0.7527777777777778
476,4,4.76,96831.5660713845,0.0968315660713845,175.5632215903451,0.7583333333333333
477,4,4.77,96723.58463463074,0.0967235846346307,175.4653048791628,0.7527777777777778
478,4,4.78,98865.0000065402,0.0988650000065402,177.3970318230896,0.7583333333333333
479,4,4.79,97553.44835654002,0.09755344835654,176.21642103733282,0.7472222222222222
480,4,4.8,96647.26938071042,0.0966472693807104,175.39606984350615,0.7527777777777778
481,4,4.81,98685.185587149,0.0986851855871489,177.23563465700587,0.7555555555555555
482,4,4.82,98632.91464910652,0.0986329146491065,177.18868992103486,0.7527777777777778
483,4,4.83,98697.375956231,0.0986973759562309,177.24658108766633,0.7611111111111111
484,4,4.84,98795.8887638628,0.0987958887638628,177.335016586831,0.7527777777777778
485,4,4.85,97242.33276269917,0.0972423327626991,175.935203623212,0.7527777777777778
486,4,4.86,98689.90684660668,0.0986899068466066,177.239874226519,0.75
487,4,4.87,98539.9022641784,0.0985399022641784,177.10512435915706,0.7555555555555555
488,4,4.88,98795.7035021492,0.0987957035021492,177.3348503177439,0.7555555555555555
489,4,4.89,98999.9722327486,0.0989999722327485,177.5180832861955,0.7555555555555555
490,4,4.9,97470.03882333238,0.0974700388233323,176.14107120199023,0.75
491,4,4.91,96567.3599392084,0.0965673599392083,175.3235447717122,0.7472222222222222
492,4,4.92,96520.25828435576,0.0965202582843557,175.28078168733543,0.75
493,4,4.93,98809.28293242346,0.0988092829324234,177.34703720141954,0.7527777777777778
494,4,4.94,98708.14696497872,0.0987081469649787,177.25625243086702,0.7555555555555555
495,4,4.95,97879.69577574173,0.0978796957757417,176.51083485746815,0.7527777777777778
496,4,4.96,95868.2326857395,0.0958682326857394,174.68773922298868,0.75
497,4,4.97,96976.20670717245,0.0969762067071724,175.69429506815473,0.7444444444444445
498,4,4.98,97597.27782743944,0.0975972778274394,176.2560024427538,0.7583333333333333
499,4,4.99,98344.2226011415,0.0983442226011415,176.92919008180286,0.75
500,4,5.0,96575.72237232776,0.0965757223723277,175.3311358443018,0.7472222222222222
501,4,5.01,97087.56779843102,0.097087567798431,175.79514400511647,0.75
502,4,5.02,98792.8235585472,0.0987928235585472,177.3322655996265,0.7527777777777778
503,4,5.03,98552.8004386708,0.0985528004386707,177.11671488238238,0.7555555555555555
504,4,5.04,98670.22777495584,0.0986702277749558,177.22220225686985,0.7527777777777778
505,4,5.05,97025.84573093666,0.0970258457309366,175.73925546530714,0.7527777777777778
506,4,5.06,97119.56644999156,0.0971195664499915,175.82411138099323,0.7583333333333333
507,4,5.07,98343.26729427945,0.0983432672942794,176.9283307426603,0.75
508,4,5.08,96956.72725404402,0.096956727254044,175.6766484681091,0.7444444444444445
509,4,5.09,99033.2558247684,0.0990332558247684,177.5479213902327,0.7555555555555555
510,4,5.1,97071.67747182604,0.097071677471826,175.78075721684266,0.7444444444444445
511,4,5.11,97080.11719524964,0.0970801171952496,175.7883985225674,0.7555555555555555
512,4,5.12,96680.59601969091,0.0966805960196909,175.42630793358464,0.7555555555555555
513,4,5.13,98326.90735038134,0.0983269073503813,176.9136136296583,0.75
514,4,5.14,95594.34264985488,0.0955943426498548,174.43802432007072,0.7527777777777778
515,4,5.15,97650.42263817156,0.0976504226381715,176.30398440124785,0.7472222222222222
516,4,5.16,97628.14153864878,0.0976281415386487,176.28386943081975,0.7527777777777778
517,4,5.17,96883.46510153038,0.0968834651015303,175.61026379331986,0.7527777777777778
518,4,5.18,98444.10034074455,0.0984441003407445,177.0190113375625,0.7583333333333333
519,4,5.19,97285.48277183493,0.0972854827718349,175.97423376289467,0.75
520,4,5.2,98484.12671691588,0.0984841267169158,177.05499475070312,0.7527777777777778
521,4,5.21,97524.36185853186,0.0975243618585318,176.19014876926605,0.7527777777777778
522,4,5.22,96998.19136572356,0.0969981913657235,175.71420902606883,0.75
523,4,5.23,97244.87553207246,0.0972448755320724,175.93750385455309,0.7583333333333333
524,4,5.24,98509.08144718628,0.0985090814471862,177.0774251662917,0.7555555555555555
525,4,5.25,98628.87621294428,0.0986288762129442,177.1850624679673,0.7555555555555555
526,4,5.26,96802.29383605764,0.0968022938360576,175.53668315564516,0.7611111111111111
527,4,5.27,98647.27388233648,0.0986472738823364,177.20158724409822,0.7555555555555555
528,4,5.28,97355.48232231972,0.0973554823223197,176.0375315021931,0.7555555555555555
529,4,5.29,97294.19152504051,0.0972941915250405,175.9821099733708,0.7555555555555555
530,4,5.3,97996.9988176068,0.0979969988176067,176.61657209895532,0.7583333333333333
531,4,5.31,96031.36217959633,0.0960313621795963,174.83630047979648,0.7527777777777778
532,4,5.32,96330.88313799696,0.0963308831379969,175.10874463498345,0.7472222222222222
533,4,5.33,95790.42802847132,0.0957904280284713,174.6168383725902,0.7527777777777778
534,4,5.34,92876.2818652904,0.0928762818652904,171.9402184182463,0.7527777777777778
535,4,5.35,93893.29532740195,0.0938932953274019,172.8790448524238,0.7583333333333333
536,4,5.36,92848.35765058556,0.0928483576505855,171.9143686726324,0.7583333333333333
537,4,5.37,91380.54039283772,0.0913805403928377,170.55007889724786,0.75
538,4,5.38,92264.46943782612,0.0922644694378261,171.37296392827622,0.7583333333333333
539,4,5.39,90393.08357188308,0.090393083571883,169.62609511383553,0.7555555555555555
540,4,5.4,91150.31897842744,0.0911503189784274,170.3351040145262,0.7611111111111111
541,4,5.41,90322.17556820516,0.0903221755682051,169.55955126440898,0.75
542,4,5.42,91676.50361743996,0.0916765036174399,170.8260443614942,0.7555555555555555
543,4,5.43,92211.32617467096,0.0922113261746709,171.32360240059134,0.7638888888888888
544,4,5.44,91659.78347702128,0.0916597834770212,170.81046585675463,0.7638888888888888
545,4,5.45,91063.442811196,0.091063442811196,170.25391072376553,0.7555555555555555
546,4,5.46,91073.72201188069,0.0910737220118806,170.2635195452506,0.7555555555555555
547,4,5.47,92131.5410480237,0.0921315410480237,171.2494681595644,0.7611111111111111
548,4,5.48,90394.76071533008,0.09039476071533,169.62766871860177,0.7611111111111111
549,4,5.49,91364.8845308012,0.0913648845308012,170.53546844042302,0.7583333333333333
550,4,5.5,92388.90909519183,0.0923889090951918,171.48849272978958,0.7583333333333333
551,4,5.51,91577.4627137984,0.0915774627137984,170.73374515141845,0.7638888888888888
552,4,5.52,91109.71642014476,0.0911097164201447,170.29716223100644,0.7555555555555555
553,4,5.53,90913.53243667474,0.0909135324366747,170.11371538616248,0.7583333333333333
554,4,5.54,91302.09804826073,0.0913020980482607,170.47686188478235,0.7666666666666667
555,4,5.55,90874.47882763528,0.0908744788276352,170.07717369663655,0.7638888888888888
556,4,5.56,91403.3655370582,0.0914033655370582,170.57137767197756,0.7666666666666667
557,4,5.57,90913.60790532996,0.0909136079053299,170.11378599309154,0.7555555555555555
558,4,5.58,91042.3139213989,0.0910423139213989,170.2341580947532,0.7638888888888888
559,4,5.59,91534.07189948032,0.0915340718994803,170.69329221812583,0.7638888888888888
560,4,5.6,90902.78079558587,0.0909027807955858,170.10365607132908,0.7638888888888888
561,4,5.61,90726.3052653992,0.0907263052653992,169.93845916361917,0.7638888888888888
562,4,5.62,90931.75248042772,0.0909317524804277,170.13076083571005,0.7694444444444445
563,4,5.63,90254.19502355628,0.0902541950235562,169.4957301691044,0.7611111111111111
564,4,5.64,90696.49140325302,0.090696491403253,169.91053485831483,0.7666666666666667
565,4,5.65,91350.80709805018,0.0913508070980501,170.5223299458982,0.7611111111111111
566,4,5.66,91045.99453173044,0.0910459945317304,170.23759912805733,0.7694444444444445
567,4,5.67,90654.96544772832,0.0906549654477283,169.87163310471198,0.7638888888888888
568,4,5.68,90863.3459954081,0.0908633459954081,170.066755487593,0.7555555555555555
569,4,5.69,90559.00968380849,0.0905590096838084,169.78170709876218,0.7583333333333333
570,4,5.7,89360.98794235113,0.0893609879423511,168.65493144643258,0.7638888888888888
571,4,5.71,89659.43175511273,0.0896594317551127,168.93632977330032,0.7583333333333333
572,4,5.72,89026.29852838053,0.0890262985283805,168.3387981183571,0.7555555555555555
573,4,5.73,90037.78861836523,0.0900377886183652,169.2924045766733,0.7666666666666667
574,4,5.74,90078.26152410348,0.0900782615241034,169.3304496343499,0.7555555555555555
575,4,5.75,89941.30192495986,0.0899413019249598,169.20167132435753,0.7666666666666667
576,4,5.76,90188.7414934892,0.0901887414934892,169.43425875498693,0.7722222222222223
577,4,5.77,89032.85233169621,0.0890328523316962,168.34499425976543,0.7638888888888888
578,4,5.78,87517.45560201479,0.0875174556020148,166.9061752355864,0.7555555555555555
579,4,5.79,90027.96038354658,0.0900279603835465,169.28316461788376,0.7583333333333333
580,4,5.8,89702.68313653099,0.0897026831365309,168.977071993717,0.7694444444444445
581,4,5.81,88796.3382463209,0.0887963382463209,168.12124291928066,0.7638888888888888
582,4,5.82,89388.8661311172,0.0893888661311172,168.68123726216265,0.7611111111111111
583,4,5.83,88431.14724885118,0.0884311472488511,167.77517222725135,0.7638888888888888
584,4,5.84,89451.9730852925,0.0894519730852925,168.7407697377695,0.7638888888888888
585,4,5.85,92517.890528322,0.0925178905283219,171.60815599508834,0.7694444444444445
586,4,5.86,87648.22078161928,0.0876482207816192,167.03082105171185,0.7638888888888888
587,4,5.87,88283.49108558818,0.0882834910855881,167.63504406704843,0.7611111111111111
588,4,5.88,87456.1002214524,0.0874561002214524,166.84765898138548,0.7611111111111111
589,4,5.89,89313.26044809952,0.0893132604480995,168.60988632917648,0.7666666666666667
590,4,5.9,89362.558775932,0.089362558775932,168.6564137916469,0.7555555555555555
591,4,5.91,89577.28988699144,0.0895772898869914,168.85892617383502,0.7722222222222223
592,4,5.92,88203.81009700974,0.0882038100970097,167.5593767980648,0.7611111111111111
593,4,5.93,88146.80365404164,0.0881468036540416,167.50522092932786,0.7583333333333333
594,4,5.94,88182.73549512641,0.0881827354951264,167.53935805902145,0.7666666666666667
595,4,5.95,88851.0036753524,0.0888510036753524,168.17298495066618,0.7638888888888888
596,4,5.96,88491.45257079549,0.0884914525707954,167.83236933335664,0.7638888888888888
597,4,5.97,87295.23912276715,0.0872952391227671,166.6941439569933,0.7666666666666667
598,4,5.98,88818.55292502692,0.0888185529250269,168.1422715219891,0.7583333333333333
599,4,5.99,89595.56522625008,0.08959556522625,168.87615038761413,0.7638888888888888
600,4,6.0,87336.14821650891,0.0873361482165089,166.73319824956164,0.7666666666666667
601,4,6.01,87157.86261921468,0.0871578626192146,166.56292903988177,0.7666666666666667
602,4,6.02,88738.61953697275,0.0887386195369727,168.06659360182348,0.7638888888888888
603,4,6.03,87756.96050402022,0.0877569605040202,167.1344013357815,0.7638888888888888
604,4,6.04,88102.33209012685,0.0881023320901268,167.4629609798382,0.7666666666666667
605,4,6.05,89558.85826210926,0.0895588582621092,168.84155288364957,0.7611111111111111
606,4,6.06,88596.1701452992,0.0885961701452992,167.93164334118194,0.7694444444444445
607,4,6.07,89188.50598613518,0.0891885059861351,168.49208642944933,0.7666666666666667
608,4,6.08,87974.16871971021,0.0879741687197102,167.34111160227354,0.7638888888888888
609,4,6.09,88998.31812766074,0.0889983181276607,168.3123421314209,0.7666666666666667
610,4,6.1,89087.91939308663,0.0890879193930866,168.39704713077398,0.7694444444444445
611,4,6.11,89782.73529073232,0.0897827352907323,169.0524541426785,0.7638888888888888
612,4,6.12,88810.3600237616,0.0888103600237616,168.134516358495,0.7694444444444445
613,4,6.13,90082.10183754122,0.0900821018375412,169.3340591349076,0.7638888888888888
614,4,6.14,91146.28605579928,0.0911462860557992,170.33133575621574,0.7611111111111111
615,4,6.15,89910.49818126543,0.0899104981812654,169.1726941406518,0.7611111111111111
616,4,6.16,90339.44133282668,0.0903394413328266,169.5757567830947,0.7694444444444445
617,4,6.17,90235.83787117548,0.0902358378711754,169.47849209404967,0.7583333333333333
618,4,6.18,89864.95386748142,0.0898649538674814,169.12984135707575,0.7527777777777778
619,4,6.19,91355.26850496903,0.091355268504969,170.52649389495562,0.7666666666666667
620,4,6.2,90805.67686214988,0.0908056768621498,170.01277795163807,0.7638888888888888
621,4,6.21,91972.43906797218,0.0919724390679721,171.1015388936401,0.7722222222222223
622,4,6.22,89815.55549951227,0.0898155554995122,169.08335000402516,0.7555555555555555
623,4,6.23,90990.97485525496,0.0909909748552549,170.18615351998636,0.7555555555555555
624,4,6.24,91184.75675307147,0.0911847567530714,170.3672783833997,0.7583333333333333
625,4,6.25,91348.60889295871,0.0913486088929587,170.52027826556375,0.7527777777777778
626,4,6.26,91977.41831596446,0.0919774183159644,171.10617041951923,0.7583333333333333
627,4,6.27,92501.15584679664,0.0925011558467966,171.59263500938178,0.7555555555555555
628,4,6.28,91982.62489327662,0.0919826248932766,171.11101326526352,0.7555555555555555
629,4,6.29,92151.4983608016,0.0921514983608016,171.268014979133,0.7527777777777778
630,4,6.3,92085.67007280936,0.0920856700728093,171.20683152267625,0.7583333333333333
631,4,6.31,91398.61115159314,0.0913986111515931,170.5669414424148,0.7527777777777778
632,4,6.32,93016.9158826866,0.0930169158826866,172.070345811779,0.7583333333333333
633,4,6.33,92803.54574332964,0.0928035457433296,171.87287768293012,0.75
634,4,6.34,95089.82898756696,0.0950898289875669,173.9771037874483,0.7527777777777778
635,4,6.35,92977.61381069243,0.0929776138106924,172.03398986747345,0.7527777777777778
636,4,6.36,93373.5845710012,0.0933735845710011,172.39992771856936,0.7555555555555555
637,4,6.37,93758.48350940594,0.0937584835094059,172.75489056650125,0.7555555555555555
638,4,6.38,93868.18847633,0.09386818847633,172.85592957772442,0.7611111111111111
639,4,6.39,93926.227318542,0.093926227318542,172.9093598607026,0.7527777777777778
640,4,6.4,94089.58682951692,0.0940895868295169,173.05965929350327,0.7527777777777778
641,4,6.41,92309.13007197142,0.0923091300719714,171.4144354683524,0.7472222222222222
642,4,6.42,94520.86147343984,0.0945208614734398,173.45582912547067,0.7527777777777778
643,4,6.43,92776.6252399036,0.0927766252399035,171.84794738555917,0.7527777777777778
644,4,6.44,92332.06063711908,0.092332060637119,171.4357247265465,0.75
645,4,6.45,93887.50935275968,0.0938875093527596,172.87371811862124,0.75
646,4,6.46,96369.9576052647,0.0963699576052647,175.14425550633553,0.7472222222222222
647,4,6.47,95186.3517079011,0.0951863517079011,174.06538075789877,0.7555555555555555
648,4,6.48,95068.99237414064,0.0950689923741406,173.95804132669568,0.7583333333333333
649,4,6.49,94861.787730432,0.094861787730432,173.76836552049605,0.7444444444444445
650,4,6.5,95719.11563735236,0.0957191156373523,174.55182841820567,0.7611111111111111
651,4,6.51,95351.71841072672,0.0953517184107267,174.21651653832157,0.75
652,4,6.52,95237.8908332892,0.0952378908332892,174.1124986654564,0.7555555555555555
653,4,6.53,95285.56014082428,0.0952855601408242,174.15606737459512,0.7527777777777778
654,4,6.54,95447.02991552892,0.0954470299155289,174.303566311745,0.75
655,4,6.55,96118.06629263372,0.0961180662926337,174.91521014998747,0.7527777777777778
656,4,6.56,95619.83150757206,0.095619831507572,174.4612784662789,0.7527777777777778
657,4,6.57,98365.40470865056,0.0983654047086505,176.94824321601234,0.75
658,4,6.58,96758.20434312918,0.0967582043431291,175.49670370639276,0.7611111111111111
659,4,6.59,96881.40840136848,0.0968814084013684,175.6083998035542,0.7555555555555555
660,4,6.6,96324.07776332591,0.0963240777633259,175.10255917491006,0.7444444444444445
661,4,6.61,98313.97044903792,0.0983139704490379,176.9019749576296,0.75
662,4,6.62,96263.67378955656,0.0962636737895565,175.04764793503313,0.7527777777777778
663,4,6.63,97130.96133870848,0.0971309613387084,175.83442566416412,0.7555555555555555
664,4,6.64,97043.86079192208,0.097043860791922,175.75556970836612,0.7583333333333333
665,4,6.65,98362.24189928576,0.0983622418992857,176.94539842489303,0.75
666,4,6.66,97438.62697582768,0.0974386269758277,176.1126862624625,0.75
667,4,6.67,97070.96416280784,0.0970709641628078,175.78011137331262,0.7583333333333333
668,4,6.68,97514.22878641912,0.0975142287864191,176.1809951904722,0.7527777777777778
669,4,6.69,97355.02165120534,0.0973550216512053,176.03711501048764,0.7555555555555555
670,4,6.7,96844.25261790586,0.0968442526179058,175.57472206544963,0.7472222222222222
671,4,6.71,97900.91345439757,0.0979009134543975,176.52996521542292,0.7583333333333333
672,4,6.72,97184.7442132686,0.0971847442132686,175.8831000105648,0.7472222222222222
673,4,6.73,96912.5185035912,0.0969125185035911,175.63659281215467,0.7444444444444445
674,4,6.74,99049.0983787668,0.0990490983787668,177.56212217573977,0.7472222222222222
675,4,6.75,96101.16604957702,0.096101166049577,174.89983198211033,0.7527777777777778
