frame,pump_rpm,time_s,area_um2,area_mm2,r_eff_um,coverage,area_mm2_smoothed
206,2,2.06,88698.56042436486,0.0886985604243648,168.02865432224843,0.3944444444444444,0.0841711708611332
207,2,2.07,84510.66586312409,0.084510665863124,164.01396413783613,0.3805555555555555,0.0837564813181118
208,2,2.08,84182.44299379214,0.0841824429937921,163.6951552368836,0.3666666666666666,0.0837564813181118
209,2,2.09,81086.21142806986,0.0810862114280698,160.65659877746606,0.3805555555555555,0.0837564813181118
210,2,2.1,88366.96900531066,0.0883669690053106,167.71428038925902,0.375,0.0837564813181118
211,2,2.11,86898.80144611809,0.086898801446118,166.3152055520531,0.3277777777777778,0.0841824429937921
212,2,2.12,89107.92330051906,0.089107923300519,168.4159521062722,0.3361111111111111,0.0841824429937921
213,2,2.13,87419.35720592376,0.0874193572059237,166.81260636557937,0.3555555555555555,0.0837063175875623
214,2,2.14,80293.2274126564,0.0802932274126564,159.86909669805445,0.4055555555555555,0.0835228767832722
215,2,2.15,84683.18930681558,0.0846831893068155,164.181291108131,0.4222222222222222,0.0832376504072312
216,2,2.16,89495.29006917388,0.0894952900691738,168.78162102522913,0.3611111111111111,0.0834405142496696
217,2,2.17,81396.64892899556,0.0813966489289955,160.9638408349234,0.3916666666666666,0.0834405142496696
218,2,2.18,83121.41095440609,0.083121410954406,162.66028052457398,0.3861111111111111,0.083121410954406
219,2,2.19,81954.55753401082,0.0819545575340108,161.514537676625,0.3805555555555555,0.083121410954406
220,2,2.2,84873.6811712851,0.0848736811712851,164.3658474064217,0.3944444444444444,0.083121410954406
221,2,2.21,83706.31758756239,0.0837063175875623,163.23157912659312,0.3611111111111111,0.0830740195681138
222,2,2.22,77484.6166023456,0.0774846166023456,157.04814386578175,0.3861111111111111,0.0830418652562335
223,2,2.23,83522.87678327221,0.0835228767832722,163.05262157544766,0.3833333333333333,0.0829725402403582
224,2,2.24,82025.94555318737,0.0820259455531873,161.5848674633639,0.3611111111111111,0.0829725402403582
225,2,2.25,80681.83655732077,0.0806818365573207,160.2555029060156,0.3833333333333333,0.0829725402403582
226,2,2.26,85727.12350112482,0.0857271235011248,165.190165943699,0.4194444444444444,0.0829725402403582
227,2,2.27,83041.86525623352,0.0830418652562335,162.58243041055013,0.4194444444444444,0.0829480736726522
228,2,2.28,82149.7305049051,0.0821497305049051,161.70674496459765,0.3722222222222222,0.0824100958296406
229,2,2.29,80202.70267544038,0.0802027026754403,159.77895092987634,0.4166666666666667,0.0824100958296406
230,2,2.3,82213.71252213689,0.0822137125221369,161.76970506144926,0.4194444444444444,0.0824100958296406
231,2,2.31,83440.51424966965,0.0834405142496696,162.97220804152258,0.4222222222222222,0.0824100958296406
232,2,2.32,80417.57705146179,0.0804175770514618,159.99284296001187,0.3777777777777777,0.0824100958296406
233,2,2.33,83074.01956811387,0.0830740195681138,162.613903813777,0.3944444444444444,0.0824100958296406
234,2,2.34,82410.09582964062,0.0824100958296406,161.96279888890592,0.3611111111111111,0.0823633887050376
235,2,2.35,80938.60131542862,0.0809386013154286,160.51030176468203,0.3861111111111111,0.0824100958296406
236,2,2.36,82948.07367265223,0.0829480736726522,162.49059015803536,0.4222222222222222,0.0824100958296406
237,2,2.37,79856.72348523686,0.0798567234852368,159.43395047353053,0.4083333333333333,0.0824100958296406
238,2,2.38,82972.54024035827,0.0829725402403582,162.5145527030993,0.4027777777777778,0.0824100958296406
239,2,2.39,83453.18279336464,0.0834531827933646,162.98457938293114,0.4138888888888888,0.0823633887050376
240,2,2.4,79448.33983502141,0.0794483398350214,159.02575895236842,0.4138888888888888,0.0823633887050376
241,2,2.41,83269.45506945823,0.0832694550694582,162.80506984042455,0.3666666666666666,0.0823633887050376
242,2,2.42,81848.54904566404,0.081848549045664,161.41004408348857,0.3833333333333333,0.0823633887050376
243,2,2.43,81480.99714885377,0.0814809971488537,161.04721956182112,0.3972222222222222,0.0823633887050376
244,2,2.44,84759.44898642875,0.0847594489864287,164.2551994911301,0.4333333333333333,0.0823633887050376
245,2,2.45,78746.79930670859,0.0787467993067086,158.32209171387365,0.4166666666666667,0.0823633887050376
246,2,2.46,84685.87487491357,0.0846858748749135,164.18389443793956,0.3777777777777777,0.0823633887050376
247,2,2.47,86336.13885744415,0.0863361388574441,165.77589249725364,0.3888888888888889,0.0820704828273718
248,2,2.48,81807.24017618463,0.0818072401761846,161.36930721017347,0.3972222222222222,0.0820704828273718
249,2,2.49,82363.38870503767,0.0823633887050376,161.91689499373388,0.3694444444444444,0.0819614065299677
250,2,2.5,82867.03961757387,0.0828670396175738,162.41120019585352,0.3722222222222222,0.0819614065299677
251,2,2.51,86319.2014162821,0.0863192014162821,165.75963072561564,0.3722222222222222,0.0820704828273718
252,2,2.52,84850.34453502888,0.0848503445350288,164.34324906000998,0.3527777777777778,0.0820704828273718
253,2,2.53,81569.04735680878,0.0815690473568087,161.13421170026567,0.3944444444444444,0.0820704828273718
254,2,2.54,78692.64400404223,0.0786926440040422,158.26764216487285,0.3527777777777778,0.0820704828273718
255,2,2.55,81063.2440139195,0.0810632440139195,160.63384442812657,0.35,0.0819614065299677
256,2,2.56,81339.95116991887,0.0813399511699188,160.9077704745547,0.3833333333333333,0.0820704828273718
257,2,2.57,86236.95520659063,0.0862369552065906,165.68064279404072,0.3777777777777777,0.0820704828273718
258,2,2.58,83224.76581955618,0.0832247658195561,162.76137667055892,0.3944444444444444,0.0820704828273718
259,2,2.59,81961.40652996776,0.0819614065299677,161.5212864733854,0.3833333333333333,0.0823633887050376
260,2,2.6,82070.48282737186,0.0820704828273718,161.62872902992677,0.3833333333333333,0.0823633887050376
261,2,2.61,80705.59944324552,0.0807055994432455,160.27910086213384,0.3694444444444444,0.0824815818848603
262,2,2.62,80258.4824661671,0.0802584824661671,159.83450321845223,0.3472222222222222,0.0823633887050376
263,2,2.63,79630.6721183272,0.0796306721183272,159.2081347755933,0.3333333333333333,0.0823633887050376
264,2,2.64,81435.4804550474,0.0814354804550474,161.00223139748232,0.375,0.0823633887050376
265,2,2.65,84525.3861103601,0.08452538611036,164.02824766615558,0.3805555555555555,0.0820704828273718
266,2,2.66,86188.26073878158,0.0861882607387815,165.6338596608207,0.3805555555555555,0.0820704828273718
267,2,2.67,85879.89710796093,0.0858798971079609,165.33729244762264,0.3777777777777777,0.0819614065299677
268,2,2.68,81868.5787650115,0.0818685787650115,161.42979275437207,0.3888888888888889,0.0819614065299677
269,2,2.69,82632.90459180991,0.0826329045918099,162.18159715471742,0.3944444444444444,0.0820704828273718
270,2,2.7,81345.32523510019,0.0813453252351001,160.91308591027698,0.3694444444444444,0.0824815818848603
271,2,2.71,86754.40034073575,0.0867544003407357,166.17696380185376,0.3888888888888889,0.0824815818848603
272,2,2.72,87254.25643992238,0.0872542564399223,166.65501023504507,0.35,0.0824815818848603
273,2,2.73,78773.25979166967,0.0787732597916696,158.34868915975446,0.3916666666666666,0.0820704828273718
274,2,2.74,83288.00886019187,0.0832880088601918,162.82320664070656,0.3888888888888889,0.0819614065299677
275,2,2.75,82481.5818848603,0.0824815818848603,162.03303040438664,0.3777777777777777,0.0818685787650115
