0,8.301
1.66,17.09
3.33,20.312
4.55,33.789
9.11,46.191
12.44,72.852
17.66,101.074
22.11,112.793
33.77,122.656
38.55,0.195
39.22,9.18
42.77,20.996
45.22,41.113
46.11,77.93
52.44,83.203
60.66,90.137
64.55,94.336
75.88,0.195
77.66,10.254
79.66,36.816
80,37.695
