frame,body_radius_px,body_radius_std_px,neck_radius_px,neck_radius_std_px
53,231.95046052458537,10.904558701356853,272.57601795586714,8.514400762173942
54,231.12889686860777,11.430573826130892,271.82641548135405,9.274013468219579
55,231.40236882944987,11.622840073627446,273.0460367548249,8.194860661827866
56,231.50426798636238,12.1697423167468,272.52773048763066,8.667160002158392
57,231.56670160233946,10.873818135199269,272.5760036680941,9.188565835143397
58,231.31222729435234,11.673799135964899,272.96496509437975,8.625581997734152
59,231.7771953644472,11.420134941348714,272.6219460994499,8.441500588214167
60,231.28710797815944,11.553291749066348,272.8469764315942,8.496870107950187
61,231.80451590265656,11.042007227942108,272.3250650165061,8.648782669620514
62,231.51256660707466,10.632079763218933,272.84581861505194,8.642419580374687
63,231.09475080801406,12.173397132685837,272.3685768196938,10.668779663496757
64,231.345671497066,11.28966376100905,272.51767467385264,8.733814085719557
65,231.27374774587622,11.662605086891876,272.474720974794,8.532448563616718
66,231.11924920863126,11.494756012799407,272.17390831696025,8.909806758268623
67,231.32100965079272,11.12533802117597,272.26423005910715,9.03665310613006
68,231.74507700690071,11.036418031031712,272.540463849757,8.686047920977574
69,231.2896487234578,12.817045769864668,272.6443763003626,8.649813639320575
70,231.47433403504579,11.931634913434767,272.7754594996707,8.61764758193897
71,231.9235632316809,10.979556088776068,272.3113509320867,8.945442587276569
72,231.41627573328475,11.136167304390057,271.9885344442657,8.945345103723634
73,231.47998074872373,11.595409110618089,272.2387753673094,8.640624849486322
74,231.5106809599878,11.13617484043066,272.3870817397147,8.506427026752357
75,230.4904166544705,12.201893375853263,272.57158541524717,8.655403865229706
76,231.88375263925514,11.676511636405538,273.24093930555836,8.310264938714782
77,231.18331037502446,10.834459535451703,272.84774784750454,8.488167505458266
78,231.94817353261402,10.993103996740267,272.76481807131734,8.415294871443594
79,232.38422891624188,11.712581990524004,272.85741731458677,8.239611248291249
80,231.57710225393626,11.359576605410066,272.6389801942197,8.615036535750043
81,230.94458658906044,11.605669959069647,272.7366344352599,8.366695166421618
82,231.46656703722013,11.754747040607715,272.76606080821756,8.371551990590671
83,231.3192885890931,11.337978866832701,271.86512822550907,10.545862232173974
84,231.6697852461883,12.159788696153798,272.1722775678819,8.922191958050178
85,231.1192267045907,11.20867000427759,272.772887153851,8.232005507460718
86,232.15188678006012,11.174662326374035,272.77574571562474,8.564909129090926
87,231.49726997609784,11.939468101891146,273.26732216061293,8.470606053889938
88,231.60845051649036,11.95458391280345,272.7886423416284,8.400559581579005
89,230.84308830495155,12.786209157460869,272.96865961573036,8.361397893057049
90,231.521869167485,11.45347747325202,272.3849600160558,8.811150316833253
91,231.93282826345026,11.30484629367986,272.2981932933118,8.632578504992644
92,231.34797856600238,11.676984123028548,272.77107132654555,8.445341845960325
93,231.43255378523827,12.046328126945966,273.1600115298813,8.252885218622641
94,231.44441644853526,11.551705510356904,273.3199093749859,8.458934619491593
95,231.32159972965002,11.629922157421245,272.7184731256472,8.409906946357923
96,230.82494447089894,11.935325891885864,272.56144788587784,8.553514313289567
97,232.1374040668685,11.133542743292935,272.6236528945864,8.424409809187594
98,231.2374397507406,10.716095465744441,272.50846295551725,8.564319828205978
99,231.72713078870228,12.393439063834238,272.68914052168174,8.669030306666942
100,231.61726882278407,11.910528686482808,272.5343148185754,8.420560245422612
101,231.4696893901374,12.82409625507583,272.40055095126024,9.095556348967348
102,231.80063200648976,10.73207185095339,272.8735094598689,8.67101681373799
103,231.62556657479197,11.29848353357958,272.5516424590458,8.249268693323554
104,232.0393417351681,11.253212191680946,272.3746530396061,8.716460681953677
105,230.83906317748685,12.315349383219159,272.9330429360353,8.456568761206164
106,231.25955619470832,11.618433019806046,272.9344241553094,8.35547148020813
107,231.21299691523407,12.25270262916972,273.11849460530664,8.376642768682915
108,231.5373797514813,11.171227723341273,272.6811982360327,8.381275531900252
109,231.68414862074258,10.702832831652193,272.56113137048555,8.68534739261629
110,231.561211318169,10.767582247175262,271.8457179654672,10.28955244466418
111,231.60944858996845,11.672999004272,272.5637310592079,8.663502045403128
112,231.5522836232326,10.69080935442778,272.6327180229847,8.347905115378428
113,232.00559530717985,11.077591175687028,272.76923493537583,8.341834668998226
114,231.91974063271866,10.836583930170212,272.4299948836617,8.631608248328627
115,231.05608380537112,11.89201661921591,272.61624497387277,9.080707566110112
116,231.3755145209458,11.02052219931884,272.0025673094193,9.924579248944513
117,231.32911436663753,11.92948312408021,272.12202011987983,10.505599251885794
118,231.67166583260473,11.648163312608286,272.92187334649185,8.288476328937595
119,231.38283527980263,11.946756094593571,272.79400675495424,8.395155857581683
120,231.38969853988704,11.261377378389527,272.6011178220377,8.77684296860319
121,231.28704478187765,11.771842843515088,272.2863241803141,8.909527375324819
122,231.3864202199346,12.16153910696034,272.55643676684537,8.935854630482263
123,231.22076942471216,12.14578957052764,272.29885178274515,10.705457461098854
124,231.55873892904125,11.91419255930883,272.7448357479311,8.846193411303581
125,231.4552517644976,11.471487666241982,272.90844151585486,8.758838125584013
126,232.31860450357942,11.388155703940813,272.4198090448888,8.732670470456076
127,231.4944389361359,11.821847770738811,272.5521580345422,8.940777234538118
128,231.72113389007998,10.90118359475863,272.82952542767066,8.365093743458052
129,231.44245545707327,11.886163021169386,272.65893201587295,8.687295755416054
130,231.6671798567137,12.045309798152319,272.5966610297432,8.88734754720147
131,231.02701726381258,12.31827511442991,272.7402658359324,8.871496820966602
132,231.65719651812384,10.853650598140383,272.57493162433457,8.883809961221614
133,231.4571061405189,10.747067022284657,272.43729762353524,10.320941443552668
134,231.59880527218618,12.127090086762783,272.5764680566529,8.659456204763563
135,231.18210946829913,12.198972444857933,272.8073230041232,8.389512304182404
136,231.35504620696014,11.364471888746538,272.7125661447504,8.416396483390919
137,231.1772996677645,12.40215063106019,272.2910310512622,9.426175266725293
138,231.18456064910063,11.343686936810752,272.1640715417391,8.531922535431686
139,231.17522651101504,11.99903576839211,272.70124781153845,8.402977093712048
140,231.7191523872405,11.193908865728417,272.3452350011944,8.697039798007362
141,230.96045167420863,12.106568559818387,272.93083214815033,8.78927983643083
142,231.28125946262494,12.220939948550626,272.1450605346478,10.08026554568079
143,231.19448212135165,12.01212846691443,272.7780783480682,8.60786147973156
144,230.78242983845297,12.258882539329013,273.12254521963024,8.11645933996988
145,231.66917413465762,11.336297001260913,272.3175193307212,9.167820271420776
146,231.64202747421987,11.866391282681503,272.6463436416229,8.67288680652669
147,231.61079349769372,11.780674936453174,272.70524848762574,8.34248739114611
148,231.4726178457685,11.537118140537464,272.51493419646664,8.88886063118133
149,231.61731229764348,12.735359705940864,272.9024060910577,8.292494653852726
150,230.75709891021037,12.315759313109554,272.36731369572067,8.554538865642881
151,231.4771429230746,11.527945430085074,272.6357593450567,8.455673557216496
152,231.88707461133447,11.982325157136373,273.13725432146566,8.624227041895193
153,231.4778610478459,11.607056988899945,272.9987115404494,8.289061946899919
154,231.4926778616015,11.594485387267541,272.49928345864055,8.703983141129742
155,230.93924937374243,12.036361317510215,272.69291384964185,8.574719824176693
156,232.00160617004192,12.531005493964617,272.35441590708325,8.410460697980232
157,231.33048068986056,10.917088476744972,272.7290984640848,8.613178625715591
158,231.9044273413042,10.944347220394398,272.3258093909357,9.08140812893745
159,231.57680404925068,11.498574959642086,272.6806945716323,8.44753949656887
160,231.69038192857792,12.240973415226387,272.42676464445736,8.976379424102587
161,231.94321717229283,11.208786141214041,272.70953520653944,8.636822397141215
162,231.3933197547337,11.501420384249943,272.76624026689746,8.390674632758948
163,231.20516925671535,12.462063490487946,272.6653290389525,8.618184981597675
164,231.28248483115186,11.74334437848278,273.0313049855217,8.367303820859537
165,231.5823652333752,10.923268526643831,272.58689510398466,8.66176833395765
166,231.23153276249428,11.668554169657495,273.0891465069674,8.171500848796075
167,231.5527969918162,10.924961202058046,272.78408285248275,8.618791673752316
168,231.59088988103738,10.834273439984853,272.7699505617999,8.87764667610058
169,231.39604957878612,11.809667374263451,273.24427156357194,8.265415165781116
170,231.55913234884702,11.79691228980144,272.4956792763581,8.867456436102003
171,232.15718404823835,11.84090285313601,273.0535187884348,8.75566301954268
172,232.01418626133355,12.607979959560344,273.2270291348069,8.74672599346747
173,233.048410716803,12.420088858660883,273.10667636473687,9.970204156365577
174,232.3645746118645,11.794460513541038,273.57303234891646,9.158383800036173
175,233.63410852138438,13.256227234398107,273.31665331243863,11.41117361485699
176,233.5168552197298,11.865483830586221,273.97553810039267,10.576209030525456
177,234.92598527091297,11.485406930827061,274.6549534374715,10.581829437145284
178,234.349983230167,10.72350588886278,274.37172341872537,10.85463144166833
179,235.1567058977264,11.32422078597802,274.90970101591995,12.452347089859204
180,234.87303658787312,11.403092803614957,275.19393947450294,11.130700279037814
181,235.74521089103382,11.338434298777916,275.97704414051873,10.764847959130913
182,235.33975278467912,12.023062305685972,275.677498676465,12.541659092095067
183,236.5540470785209,12.322023864589053,276.5717296459179,11.171735037444877
184,237.090337015365,12.231256472703123,277.0052933971088,11.248071602357037
185,236.89518848867814,13.262859011615225,277.2781458763659,11.2675014119606
186,237.90259157451393,12.621742660759432,277.13067936120893,10.94330791945031
187,238.6643401393415,12.860815610816859,276.54087836113877,11.251064475692209
188,238.8794606040852,12.791220204458927,276.61186309070905,11.214630557201108
189,239.4153373053213,12.52119122051009,276.672277397924,11.066940761085224
190,239.62549858384065,13.768313515255128,276.52574329054767,11.467579166373264
191,239.80379581833387,14.205732313288568,275.7693034825571,11.686668053371067
192,239.84612061504893,12.956805443676767,276.1179603346023,11.356254555561799
193,239.25799035080058,14.567371363916026,275.6129473184433,11.896407633238608
194,240.09022143646527,14.17104359930219,276.043937303157,12.40492854315584
195,238.6472390689823,15.528771699419162,275.38547518371763,12.78802276049528
196,239.75800270392685,14.93991594493062,275.5285892874138,12.3636027777553
197,239.30940837347427,14.899239038909986,274.55167168025923,13.041422148680946
198,240.14805879580476,15.362912211795885,275.63508679294944,13.386549972984977
199,240.29331753269275,14.931348760662637,275.808446913439,13.683737293548115
200,241.4920260694209,15.545433579288515,275.59068911105254,13.792706448210113
201,241.37794838486786,15.1570936215194,275.83325011580786,13.930439614067325
202,242.636990784999,15.334772804222588,275.5293978010837,14.219519324316995
203,242.24653637450848,16.05030007372556,275.08629451702797,15.196236657116643
204,243.08133684171142,15.648306279564682,275.24466352531147,15.218363881738084
205,244.0990750651442,14.784991660591569,276.0931799278345,15.419693903276118
206,244.97227058517248,15.142185433736962,273.81230028298256,17.93602688978724
207,245.9842967100074,15.053283407142043,271.15252804431617,20.64062361693798
208,246.20303576547929,15.119283375502407,271.99985401184944,20.729285783192708
209,246.39832852394713,15.127560116819948,273.0755500156808,18.671641732360875
210,246.94380901789913,15.16963334510626,270.7416459701395,20.433463769475637
211,247.97389106429844,15.704744338238585,272.1182322181722,18.387144391618897
212,247.89699826550432,15.048585426207856,270.6541510910839,21.064878658710697
213,247.58081960720784,15.79795999703401,269.78359359146896,20.842119174209582
214,248.3601540440185,16.205518403791412,269.5677185077885,21.133690478812554
215,248.91658766756848,16.16414536802169,268.4519488593502,21.829109972526336
216,248.7407116435723,15.975232191366763,268.7768436071602,21.68216918418679
217,248.75523498515417,15.737024075316794,268.27538172596076,22.744140733993824
218,250.279603059335,15.580863869545661,267.9054150873953,22.403072839948113
219,249.82067199267863,16.337128175012783,264.4925952358146,23.075943532477798
220,250.25170753710853,15.52757036700845,264.9129858454197,23.469636226374025
221,251.00136776226043,15.129544771857677,266.3558923629603,23.369521807347468
222,251.38763968567196,15.630409386079288,266.40105264321033,22.35670582005936
223,251.65849657026504,15.124937263834017,265.6223398903492,23.114380722976655
224,251.62251029065305,15.064355698190564,261.907498859381,22.89086234571253
225,251.4872449838897,14.88785092588071,262.71735342329015,23.501437906903096
226,251.81679548207615,14.74164505774618,254.83716555897547,26.644407539183558
227,252.20313345427266,14.62188973917565,258.1995906606863,24.468333893726474
228,251.6484769234647,14.467588498754477,254.92651701178445,26.638912410749608
229,251.92186675991246,14.076158262780623,255.39700011159235,26.879755513018846
230,252.54457319282903,13.984557458772661,256.5997537862179,26.674818745473146
231,252.354103241866,13.950493453829205,250.51288884024675,29.216253421897598
232,252.71048014617776,14.18102694819502,253.54291017525335,28.05380849685217
233,252.84697173487922,13.839982531361608,253.71748500380224,27.11480947622541
234,253.26842716303793,14.183552588837069,253.05100473621152,27.061057128581798
235,253.10688562047133,13.904490992137513,254.05864448010712,27.33986714649211
236,252.63872926816728,13.795631134173783,253.13449869928527,26.902628714622864
237,252.95602100367825,14.147998698420775,252.0441556149698,27.007819856401806
238,253.12841475168202,13.810885853311008,253.82679031447526,26.503148206181848
239,253.40534548294417,13.716054752689155,252.58969116256085,26.57387670831715
240,253.50963802402256,13.838282613544543,253.89284329791096,26.632996184771788
241,253.74425557544708,13.677212927335562,255.67144900664607,24.20396098574061
242,253.75545730318873,13.349090106792747,253.9714093734,26.86993065305339
243,253.845332730175,13.748941322698569,253.54877428532217,27.18873044804184
244,253.85892171823943,13.983624925739614,253.82231884210026,26.9944793030454
245,253.82351774916933,13.859867501595904,255.8087444684695,27.344568340341716
246,254.16073058909032,14.048717607806532,252.68447074894257,27.566545762258244
247,254.22425072606418,13.510744307189487,254.00159729310232,27.546268769966744
248,254.6054790978273,13.639111010307198,254.09259076006083,27.42016258747779
249,254.56091691219981,13.729954856604856,255.70987339168633,28.058427041365228
250,254.39825846192952,14.034252642163429,258.2306919004869,25.2291442355894
251,254.62078675249367,13.349974405796349,255.0681791536989,27.651255060805713
252,254.8213025850015,13.436180306330927,257.9283643414945,26.080568432888057
253,254.64172058498932,13.365679342681835,255.65829202732127,27.52226153991736
254,254.81418908005213,13.391398223912292,258.82387507597565,25.254546054589497
255,254.79368513426442,13.793453933079869,259.948926153818,25.308919898347828
256,255.25923218437305,13.406572864001241,256.42427218528655,26.36798204943388
257,254.91425855356331,13.856108150669636,255.21296931544106,28.538249246485474
258,255.2508577801904,13.392089340056318,257.60532402882285,25.294211071677374
259,255.26619584271387,13.521671385707702,257.92521887485987,27.009584869216088
260,255.44783264954998,13.476871022121005,252.56424032215637,31.578239654570336
261,255.3713746817575,13.450464619023698,258.0684124294786,26.339524852216492
262,255.6726075235152,13.367405538651568,254.7462706725592,26.735866842756206
263,255.81935464666296,13.502860399598514,251.91794365468692,33.08932091948742
264,255.63832136248865,13.544859188115291,258.68082272370987,26.051986112064068
265,255.43179735096754,13.516704545123238,253.64096954899924,32.10470528834481
266,255.50891655825566,13.483173753611466,255.93471498653213,31.307976809627576
267,255.615767409175,13.472163278523695,257.0287134097442,26.203499595841386
268,255.73173645372185,13.378619878511492,256.927277195804,27.080333393938485
269,255.5238266564787,13.768114279818425,259.8229050632707,24.994030742988183
270,255.5128830079438,13.501051255297314,256.7621608210223,28.27042851096471
271,255.01775976418494,13.425923586076237,259.4375534950727,24.643477783864835
272,255.1204430864703,13.371258040556413,256.43360009357104,26.286194456357798
273,254.8772353498874,13.39767533868123,258.5812197851449,24.774442610369135
274,254.59071856819182,13.406353945294946,257.07004846811066,25.548142556386654
275,253.75010356842336,13.34996743122644,251.83805834127404,28.800420469877263
276,253.73028254169435,13.28233284996647,253.008659982585,26.595396521000364
277,252.7065126241243,13.460419787640202,253.2081871220981,26.938728059548808
278,252.60530284928709,13.850505213631742,254.90873607888153,27.545932717746624
279,251.89310409348627,14.201584659017962,257.89012537492954,24.98994250555597
280,251.65146521990613,14.12923314038108,262.05694473961626,23.569995827091237
281,251.65454147507762,14.433577756575652,261.86529236678797,23.374834147503663
282,252.44395510887463,12.982555581195662,264.02401681627936,28.042196229677295
283,251.73344570111064,13.409034319898803,275.84416891490326,4.063950833314345
284,247.1352957113662,15.06238742657137,263.76720364545906,30.2227971600975
285,242.6235592780951,17.051731028367332,266.4138625760091,27.391763094377993
286,240.20497472960074,16.597523292116318,265.8928536961513,35.570679881179956
287,236.59469266324092,19.17034654666998,270.1954178441766,29.388472198630964
288,236.95359154631402,19.799995367459488,265.80277983451873,27.342576551709822
289,243.76100319353196,15.065827827614271,260.8982609899649,30.762368885034686
290,245.97892230523917,15.159502609704084,257.3940320151753,28.023395248906766
291,245.28922537363445,14.520693192504158,268.13630450821324,18.850679193201714
292,246.51308461590284,14.602808730863346,271.7624527662537,17.07275483744761
293,245.22693792353155,16.63242793031531,272.5058890044469,18.936387424004916
294,246.33152885453842,14.531667724314401,276.5400454683465,15.92385935307937
295,246.66453820958878,14.600753009567748,272.466133657367,29.988448723568464
296,247.1073029600525,14.267213686733896,276.5280337030574,22.71835401958171
297,240.72465828967262,14.528053367362322,278.0292131500582,13.16483942933282
298,240.81298137466754,14.880930154592049,278.12412190976863,12.179753010142802
299,238.865775518842,14.657056432455288,276.6722925904435,17.09987503887071
300,239.1185692511678,14.826613472867733,277.1134926081818,12.252288334122746
301,239.89257627491827,15.422586741204086,275.91490913226323,12.694044287794142
302,239.8084706631902,14.805275086219687,264.01819879750366,29.394935571745446
303,239.98954062779222,15.589477603228556,271.17661603146064,19.570428354837368
304,239.2326903023223,15.397707786082073,271.3702076412729,19.983400751470043
305,238.98690602432345,15.61433097820474,276.58587441236546,11.896447819734897
306,240.21166246850143,15.626952607830992,275.61948324333025,13.601296162781221
307,240.25692761464,14.934236751890491,277.0847996343314,11.319347603326257
308,240.4418535664499,14.619651173374713,276.07426374240265,13.247134919089937
309,240.09841219005347,15.763236023963366,274.8933160743738,13.342711725033976
310,239.92734814300468,15.457915166293073,275.2235387249482,13.43797453489149
311,240.37527670667555,15.541452384880452,275.5617515022335,13.664269399498723
312,241.08696343152596,15.110066823325905,275.75707781401013,13.1290254716384
313,240.69419330533205,15.350480150523904,276.3966038450338,13.404328336313682
314,240.38549690088482,15.72058136204704,276.0367137027737,13.993128500476862
315,241.23442018780793,15.324054764353582,275.9639519538839,13.427219823482014
316,240.8818892758486,15.16267510741076,276.1723872592964,13.645580807263501
317,241.06704049155232,15.054705411096444,276.90314073383934,12.885220573219799
318,240.7242257929102,15.449876171282437,275.24541697674385,13.55386538759205
319,240.78042300966274,15.584250485694975,275.6150014992672,13.475409973934097
320,240.7704873971416,15.136357019728942,276.4434179361464,13.153558745945123
321,240.4761332331642,14.945989639206084,275.5445218679349,13.364025935821736
322,240.93215896542776,14.939285680471734,276.4171399486554,13.337991311319676
323,241.10178928870678,14.962508859140119,275.7621359057255,13.367442243780854
324,240.95257938622123,15.08219214251603,275.83469404874546,13.604699475048216
325,240.7994188707323,14.511642711872604,275.5662955552443,13.531194133302261
326,240.57905513570947,14.732709661520081,274.9759655649415,13.576861946654981
327,240.26659801930617,14.656799353403553,276.0234612485093,13.55521641749983
328,240.5033420083257,15.409476872592585,276.2113652116257,13.50824874215204
329,239.9901673244127,15.074111268922547,275.51781774757205,13.21345710756535
330,240.09025298184935,14.735515858714763,275.50923652578956,13.481394013414475
331,240.3906348075156,14.96205366567821,275.6333906996836,13.061959772936628
332,240.43256626493152,15.63965320956165,274.97667440233903,13.178303314968556
333,240.31714714442506,15.07242651772252,275.6614024717291,13.280639940524226
334,240.30836990693766,15.400232040272002,275.94190356399366,13.733493851603301
335,240.35143765367727,15.123416237030701,276.5393328636257,13.039279867664911
336,240.47935944802242,15.246379102692565,275.43484053388715,13.211810700386575
337,239.60912759733512,15.231795726546212,275.84883421008294,13.277369289779546
338,240.14080455574214,15.146539444378888,275.80334902736456,13.93831952254438
339,239.8978636539888,15.137268842115368,275.7184855703823,13.56720215336575
340,239.67608823599474,16.60528068792933,276.12388889383834,13.489095394171104
341,240.10066923868195,15.463054906235417,275.79704599895746,12.911795353174492
342,240.50542071416575,15.337719135168479,276.69026403405474,11.796622875990662
343,240.43075465466762,15.704532420618463,276.0201480095685,12.865123547610667
344,239.97379176529958,15.385767281280977,276.11211938328927,13.421407775418233
345,239.81957416461458,15.726204235235993,275.49214771933816,13.515876880662798
346,239.57013321853006,15.019189060616567,275.2343821184397,13.177503057034757
347,239.7248012512847,15.673607493970678,275.24579922186297,13.045864940806633
348,240.04892729838406,15.50539413059315,275.78915092222985,13.177238403811145
349,239.64929755092777,15.47506536369235,275.60808915010114,13.301515961855975
350,239.74008359184015,15.838262666781155,276.650374756897,13.15890326849374
351,240.2364626473453,15.724323336124986,275.49471439417016,13.273095003132912
352,240.1643993716066,15.00867646156789,275.8264041189021,13.291994324672167
353,239.52493475654205,16.27077641276911,275.9648772557075,13.436075859251183
354,239.83020197032943,15.336451780139306,275.9607412899946,13.050507543508404
355,240.2053365225544,15.456956751188576,276.5415018819123,13.069997157389663
356,240.31469625071358,15.092272953132,276.3617348727008,13.195796394197354
357,240.67611870281956,15.147305717921343,275.4524434048702,13.414401308954334
358,240.6155791885596,15.17262008971586,276.0687279240907,12.679585978405543
359,240.78405963145187,15.129136598274593,276.6088986613653,13.642310660136998
360,240.93694374028664,15.266505104347406,276.5655360252124,13.50943629588007
361,241.14131001939316,15.57781456978372,276.0293488721354,12.880110238186186
362,241.6465301930504,15.461607750304461,275.7026497418591,14.024289011604772
363,242.17247359963247,15.45042111292647,276.28356218370703,13.530296766244767
364,242.54399497297106,15.201439877114112,276.7377555070914,13.676023547056683
365,243.00687914959164,15.036142442045618,277.08272806945513,13.784314368513774
366,243.02559229636623,15.259170075110799,276.3357756228068,13.931001440838854
367,243.8723508974586,15.106547680544436,276.49821512896244,13.840000567634327
368,244.54721956365427,15.102020998884617,276.6540137831325,14.197309806252303
369,244.50884207027494,15.986436137361192,276.56186442735964,14.383512933875771
370,245.52036119288567,16.026682471230046,272.9460691964999,17.77658421938123
371,246.0141066731846,16.393614278197884,273.6847991205384,17.56394400729486
372,246.62697843903612,16.183207921333683,273.97522134432006,17.12813982497399
373,246.17361889588946,16.698852638054685,274.2593599639472,17.18268492499312
374,247.45690239058143,16.21939154114541,272.49859876170535,18.35341394378596
375,248.22793187268968,15.586846829162669,272.7232304508374,18.76763907346861
376,248.405877393923,15.396484892663656,270.5118375483804,20.965998481325666
377,247.8119452012556,16.32048203184036,269.4606368416541,21.538482309195956
378,249.153536596088,15.39302434978573,269.2658350325359,21.416745623320214
379,248.4863118645379,15.774020795717552,269.1960245141147,21.961338024446817
380,249.2352053895357,15.969885677910156,269.1532291877582,21.66828314211081
381,249.4104646513093,14.994405971600617,269.53880886223,21.584591931948065
382,249.68550191089096,15.410460241672327,269.7255856088569,21.64382910499926
383,250.2030959485296,16.577069873942538,267.0163477773184,22.14850130381575
384,251.6073099338024,13.825890355662969,269.55117681193735,21.324011229684945
385,250.94271726712154,13.90606710448345,267.52778967888696,35.552779446135176
386,248.45310725591332,14.876203426136165,275.95218317042946,18.964880846281574
387,247.75540710460444,15.833881683840906,271.4214128575422,21.98766792197213
388,249.0859006052745,14.207427487771232,271.8711254821777,26.906767801486662
389,247.427521480598,14.867580194274195,281.09181476970736,9.063520252802354
390,247.7702185234099,14.024141838179501,280.09677287948216,8.680432690347882
391,247.53657121934103,15.931011039812372,274.1823395791295,19.040644273800524
392,246.86087597187966,15.176682058478832,273.2867442679646,16.940240348252935
393,247.44273863631653,15.34860948706878,261.78023645154946,31.857081482225524
394,248.16556070610793,14.4830126505708,273.4269389425233,17.737158663484546
395,247.74334154996743,14.953353572206238,269.1647236294454,21.684337906799723
396,249.6463968393575,16.044666449702174,269.1214041262418,22.106192892203318
397,251.39188195934562,14.760611995235347,263.3582186981015,30.950488193579698
398,251.87724321608061,14.174001596297646,256.0505525885269,40.122193966321284
399,247.81765427033906,14.179962594050584,269.0823882589204,34.618917090829875
400,248.3905859264432,14.920434853660591,235.4587602808645,41.48178341426583
401,250.24803234705186,16.29088356820602,250.6162361189854,38.15831446903162
402,251.24803690775894,15.823218231626653,254.64481184323932,25.811931392510395
403,251.43917019561778,15.623712748140397,262.43131730568433,24.142786639169195
404,250.01668167633568,18.27435277500738,259.7562459800006,20.52332514300229
405,251.76867253149217,14.631840263926147,249.12394051517893,30.867903209997145
406,252.39191269080865,14.682126173291527,254.56987573610735,23.521606465200634
407,252.65184255844602,15.243131309974526,252.94066171018554,30.58554442161231
408,253.06905001079133,14.663279787543367,251.08196530577143,32.29990574474668
409,250.72012144595843,18.29702078979844,256.22689775730646,24.671723209868265
