frame,time_s,radius_mm,coverage,radius_mm_smoothed
52,0.52,0.13945868945868947,0.9090909090909091,0.1419871794871795
53,0.53,0.14505698005698006,0.9090909090909091,0.14203703703703704
54,0.54,0.14635327635327638,0.9090909090909091,0.14296296296296296
55,0.55,0.14382478632478632,0.9090909090909091,0.14296296296296296
56,0.56,0.14626068376068377,0.9090909090909091,0.14305555555555557
57,0.57,0.1492735042735043,0.9090909090909091,0.1431054131054131
58,0.58,0.14296296296296296,0.9090909090909091,0.1437037037037037
59,0.59,0.14121794871794874,0.9090909090909091,0.1437037037037037
60,0.6,0.14066239316239318,0.9090909090909091,0.1437037037037037
61,0.61,0.14305555555555557,0.9090909090909091,0.14382478632478632
62,0.62,0.13774928774928777,0.9090909090909091,0.1446011396011396
63,0.63,0.13907407407407407,0.9090909090909091,0.1446011396011396
64,0.64,0.149465811965812,0.9090909090909091,0.14505698005698006
65,0.65,0.1446011396011396,0.9090909090909091,0.14505698005698006
66,0.66,0.14668091168091169,0.9090909090909091,0.14525641025641028
67,0.67,0.14525641025641028,0.9090909090909091,0.14525641025641028
68,0.68,0.1437037037037037,0.9090909090909091,0.14525641025641028
69,0.69,0.1462820512820513,0.9090909090909091,0.14626068376068377
70,0.7,0.14790598290598292,0.9090909090909091,0.14626068376068377
71,0.71,0.15054843304843304,0.9090909090909091,0.14626068376068377
72,0.72,0.14714387464387466,0.9090909090909091,0.1462820512820513
73,0.73,0.1523076923076923,0.9090909090909091,0.1462820512820513
74,0.74,0.14203703703703704,0.9090909090909091,0.1462820512820513
75,0.75,0.15083333333333335,0.9090909090909091,0.14646011396011396
76,0.76,0.1508760683760684,0.9090909090909091,0.14646011396011396
77,0.77,0.14712250712250713,0.9090909090909091,0.14668091168091169
78,0.78,0.14114672364672368,0.9090909090909091,0.14668091168091169
79,0.79,0.14685185185185187,0.9090909090909091,0.14685185185185187
80,0.8,0.1445868945868946,0.9090909090909091,0.14685185185185187
81,0.81,0.14646011396011396,0.9090909090909091,0.1469017094017094
82,0.82,0.14523504273504273,0.9090909090909091,0.1469017094017094
83,0.83,0.1437820512820513,0.9090909090909091,0.14712250712250713
84,0.84,0.1505626780626781,0.9090909090909091,0.14712250712250713
85,0.85,0.1469017094017094,0.9090909090909091,0.14714387464387466
86,0.86,0.14158831908831912,0.9090909090909091,0.14712250712250713
87,0.87,0.1488817663817664,0.9090909090909091,0.1469017094017094
88,0.88,0.14883190883190883,0.9090909090909091,0.1469017094017094
89,0.89,0.1434757834757835,0.9090909090909091,0.1469017094017094
90,0.9,0.14912393162393162,0.9090909090909091,0.1469017094017094
91,0.91,0.14425925925925925,0.9090909090909091,0.14685185185185187
92,0.92,0.14933048433048432,0.9090909090909091,0.14670940170940172
93,0.93,0.14544871794871794,0.9090909090909091,0.1464814814814815
94,0.94,0.14727207977207976,0.9090909090909091,0.1464814814814815
95,0.95,0.15121794871794872,0.9090909090909091,0.1464814814814815
96,0.96,0.1491666666666667,0.9090909090909091,0.1464814814814815
97,0.97,0.14586182336182338,0.9090909090909091,0.14670940170940172
98,0.98,0.15221509971509972,0.9090909090909091,0.14670940170940172
99,0.99,0.14670940170940172,0.9090909090909091,0.1469017094017094
100,1.0,0.14900284900284902,0.9090909090909091,0.1469017094017094
101,1.01,0.143988603988604,0.9090909090909091,0.146965811965812
102,1.02,0.1464814814814815,0.9090909090909091,0.146965811965812
103,1.03,0.14894586894586895,0.9090909090909091,0.14670940170940172
104,1.04,0.14841880341880342,0.9090909090909091,0.14670940170940172
105,1.05,0.1453917378917379,0.9090909090909091,0.14670940170940172
106,1.06,0.1455911680911681,0.9090909090909091,0.14670940170940172
107,1.07,0.14472222222222222,0.9090909090909091,0.146965811965812
108,1.08,0.14425213675213674,0.9090909090909091,0.146965811965812
109,1.09,0.14559829059829063,0.9090909090909091,0.146965811965812
110,1.1,0.14876780626780625,0.9090909090909091,0.146965811965812
111,1.11,0.1439814814814815,0.9090909090909091,0.146965811965812
112,1.12,0.146965811965812,0.9090909090909091,0.146965811965812
113,1.13,0.1464672364672365,0.9090909090909091,0.14704415954415956
114,1.14,0.1491951566951567,0.9090909090909091,0.14704415954415956
115,1.15,0.14754273504273505,0.9090909090909091,0.14704415954415956
116,1.16,0.14841168091168092,0.9090909090909091,0.14704415954415956
117,1.17,0.14643162393162396,0.9090909090909091,0.14722222222222223
118,1.18,0.14507122507122508,0.9090909090909091,0.14740740740740743
119,1.19,0.14740740740740743,0.9090909090909091,0.14740740740740743
120,1.2,0.14543447293447295,0.9090909090909091,0.14740740740740743
121,1.21,0.14722222222222223,0.9090909090909091,0.14744301994301995
122,1.22,0.14932336182336184,0.9090909090909091,0.14754273504273505
123,1.23,0.1505982905982906,0.9090909090909091,0.14841168091168092
124,1.24,0.14380341880341882,0.9090909090909091,0.14876780626780625
125,1.25,0.15123931623931625,0.9090909090909091,0.14897435897435898
126,1.26,0.14704415954415956,0.9090909090909091,0.14897435897435898
127,1.27,0.14744301994301995,0.9090909090909091,0.14897435897435898
128,1.28,0.15026353276353277,0.9090909090909091,0.14897435897435898
129,1.29,0.15298433048433052,0.9090909090909091,0.1491096866096866
130,1.3,0.14615384615384616,0.9090909090909091,0.1491096866096866
131,1.31,0.1497079772079772,0.9090909090909091,0.14923076923076922
132,1.32,0.14923076923076922,0.9090909090909091,0.14932336182336184
133,1.33,0.1491096866096866,0.9090909090909091,0.14966524216524218
134,1.34,0.1497293447293447,0.9090909090909091,0.1497079772079772
135,1.35,0.15524928774928776,0.9090909090909091,0.1497079772079772
136,1.36,0.15131766381766382,0.9090909090909091,0.1497293447293447
137,1.37,0.14966524216524218,0.9090909090909091,0.15026353276353277
138,1.38,0.15135327635327636,0.9090909090909091,0.15026353276353277
139,1.39,0.14897435897435898,0.9090909090909091,0.1497293447293447
140,1.4,0.15084757834757836,0.9090909090909091,0.15007834757834757
141,1.41,0.1410181436497226,0.8636363636363636,0.1497293447293447
142,1.42,0.14283475783475785,0.9090909090909091,0.1497293447293447
143,1.43,0.14693732193732195,0.9090909090909091,0.14983618233618234
144,1.44,0.15467236467236467,0.9090909090909091,0.1497293447293447
145,1.45,0.15096866096866096,0.9090909090909091,0.1497079772079772
146,1.46,0.15222222222222223,0.9090909090909091,0.1497079772079772
147,1.47,0.153096416254311,0.8636363636363636,0.14966524216524218
148,1.48,0.15170227920227922,0.9090909090909091,0.14966524216524218
149,1.49,0.1521011396011396,0.9090909090909091,0.1497293447293447
150,1.5,0.14733843154895784,0.8636363636363636,0.14966524216524218
151,1.51,0.15264957264957263,0.9090909090909091,0.1496011396011396
152,1.52,0.1514957264957265,0.9090909090909091,0.1496011396011396
153,1.53,0.14626780626780628,0.9090909090909091,0.1490811965811966
154,1.54,0.14470797720797723,0.9090909090909091,0.14897435897435898
155,1.55,0.15007834757834757,0.9090909090909091,0.14773504273504273
156,1.56,0.1496011396011396,0.9090909090909091,0.14773504273504273
157,1.57,0.14517918728445045,0.8636363636363636,0.1490811965811966
158,1.58,0.14983618233618234,0.9090909090909091,0.1496011396011396
159,1.59,0.14205840455840457,0.9090909090909091,0.14983618233618234
160,1.6,0.1490811965811966,0.9090909090909091,0.14983618233618234
161,1.61,0.14449430199430202,0.9090909090909091,0.14983618233618234
162,1.62,0.14637464387464388,0.9090909090909091,0.14983618233618234
163,1.63,0.14217236467236466,0.9090909090909091,0.14983618233618234
164,1.64,0.1516809116809117,0.9090909090909091,0.14983618233618234
165,1.65,0.14462250712250713,0.9090909090909091,0.14983618233618234
166,1.66,0.14583333333333334,0.9090909090909091,0.15
167,1.67,0.1533190883190883,0.9090909090909091,0.14983618233618234
168,1.68,0.14773504273504273,0.9090909090909091,0.14983618233618234
169,1.69,0.14588319088319088,0.9090909090909091,0.15
170,1.7,0.145491452991453,0.9090909090909091,0.15007834757834757
171,1.71,0.1507692307692308,0.9090909090909091,0.15040598290598292
172,1.72,0.1542094017094017,0.9090909090909091,0.1507692307692308
173,1.73,0.15,0.9090909090909091,0.1507692307692308
174,1.74,0.15304131054131054,0.9090909090909091,0.15105413105413107
175,1.75,0.15386752136752138,0.9090909090909091,0.15136752136752135
176,1.76,0.15105413105413107,0.9090909090909091,0.1514957264957265
177,1.77,0.15400997150997153,0.9090909090909091,0.1514957264957265
178,1.78,0.15462962962962964,0.9090909090909091,0.1515099715099715
179,1.79,0.1536965811965812,0.9090909090909091,0.15153846153846154
180,1.8,0.15040598290598292,0.9090909090909091,0.15153846153846154
181,1.81,0.15136752136752135,0.9090909090909091,0.15253561253561254
182,1.82,0.14765669515669516,0.9090909090909091,0.15253561253561254
183,1.83,0.1514957264957265,0.9090909090909091,0.15153846153846154
184,1.84,0.1583974358974359,0.9090909090909091,0.15153846153846154
185,1.85,0.15293447293447293,0.9090909090909091,0.15153846153846154
186,1.86,0.15366096866096868,0.9090909090909091,0.15253561253561254
187,1.87,0.1514957264957265,0.9090909090909091,0.15267094017094018
188,1.88,0.14915954415954416,0.9090909090909091,0.15253561253561254
189,1.89,0.15267094017094018,0.9090909090909091,0.15253561253561254
190,1.9,0.15492165242165243,0.9090909090909091,0.1518874643874644
191,1.91,0.15253561253561254,0.9090909090909091,0.15153846153846154
192,1.92,0.1515099715099715,0.9090909090909091,0.1518874643874644
193,1.93,0.15153846153846154,0.9090909090909091,0.1518874643874644
194,1.94,0.15375356125356127,0.9090909090909091,0.1518874643874644
195,1.95,0.1539814814814815,0.9090909090909091,0.1518874643874644
196,1.96,0.15574074074074074,0.9090909090909091,0.15217948717948718
197,1.97,0.14082621082621083,0.9090909090909091,0.1524002849002849
198,1.98,0.14784900284900285,0.9090909090909091,0.15253561253561254
199,1.99,0.15138888888888888,0.9090909090909091,0.15267094017094018
200,2.0,0.150982905982906,0.9090909090909091,0.15267094017094018
201,2.01,0.15284900284900285,0.9090909090909091,0.15253561253561254
202,2.02,0.155491452991453,0.9090909090909091,0.15253561253561254
203,2.03,0.1511752136752137,0.9090909090909091,0.15253561253561254
204,2.04,0.1518874643874644,0.9090909090909091,0.15267094017094018
205,2.05,0.15054131054131054,0.9090909090909091,0.15253561253561254
206,2.06,0.15066951566951567,0.9090909090909091,0.15253561253561254
207,2.07,0.15217948717948718,0.9090909090909091,0.1524002849002849
208,2.08,0.1528774928774929,0.9090909090909091,0.1524002849002849
209,2.09,0.1565954415954416,0.9090909090909091,0.1524002849002849
210,2.1,0.1546652421652422,0.9090909090909091,0.15217948717948718
211,2.11,0.1524002849002849,0.9090909090909091,0.15215811965811968
212,2.12,0.15495726495726495,0.9090909090909091,0.15201566951566955
213,2.13,0.15673789173789174,0.9090909090909091,0.15215811965811968
214,2.14,0.15440883190883192,0.9090909090909091,0.15215811965811968
215,2.15,0.15582621082621084,0.9090909090909091,0.15217948717948718
216,2.16,0.15215811965811968,0.9090909090909091,0.15227920227920227
217,2.17,0.15304131054131054,0.9090909090909091,0.15227920227920227
218,2.18,0.15081196581196582,0.9090909090909091,0.15217948717948718
219,2.19,0.15467236467236467,0.9090909090909091,0.15217948717948718
220,2.2,0.15141737891737891,0.9090909090909091,0.15227920227920227
221,2.21,0.15616809116809116,0.9090909090909091,0.15227920227920227
222,2.22,0.15014245014245015,0.9090909090909091,0.15227920227920227
223,2.23,0.14858262108262107,0.9090909090909091,0.15227920227920227
224,2.24,0.15201566951566955,0.9090909090909091,0.15215811965811968
225,2.25,0.14994301994301995,0.9090909090909091,0.15201566951566955
226,2.26,0.14490740740740743,0.9090909090909091,0.15141737891737891
227,2.27,0.14886752136752135,0.9090909090909091,0.15139601139601142
228,2.28,0.15227920227920227,0.9090909090909091,0.15095441595441597
229,2.29,0.15139601139601142,0.9090909090909091,0.15081196581196582
230,2.3,0.15286324786324787,0.9090909090909091,0.15081196581196582
231,2.31,0.15320512820512822,0.9090909090909091,0.15081196581196582
232,2.32,0.156025641025641,0.9090909090909091,0.15081196581196582
233,2.33,0.14972222222222223,0.9090909090909091,0.15081196581196582
234,2.34,0.14765669515669516,0.9090909090909091,0.15095441595441597
235,2.35,0.15606837606837606,0.9090909090909091,0.15095441595441597
236,2.36,0.15064814814814814,0.9090909090909091,0.15064814814814814
237,2.37,0.15095441595441597,0.9090909090909091,0.15064814814814814
238,2.38,0.14631766381766384,0.9090909090909091,0.15095441595441597
239,2.39,0.15037749287749289,0.9090909090909091,0.15095441595441597
240,2.4,0.14653846153846153,0.9090909090909091,0.1508760683760684
241,2.41,0.1469017094017094,0.9090909090909091,0.15095441595441597
242,2.42,0.15030626780626785,0.9090909090909091,0.15095441595441597
243,2.43,0.14689458689458693,0.9090909090909091,0.1512820512820513
244,2.44,0.14811253561253562,0.9090909090909091,0.1512820512820513
245,2.45,0.15298433048433052,0.9090909090909091,0.15095441595441597
246,2.46,0.15337606837606838,0.9090909090909091,0.1508760683760684
247,2.47,0.15267806267806266,0.9090909090909091,0.1508760683760684
248,2.48,0.15410256410256412,0.9090909090909091,0.1508760683760684
249,2.49,0.15227920227920227,0.9090909090909091,0.15095441595441597
250,2.5,0.15175925925925926,0.9090909090909091,0.15095441595441597
251,2.51,0.14921652421652423,0.9090909090909091,0.15095441595441597
252,2.52,0.1512820512820513,0.9090909090909091,0.1512820512820513
253,2.53,0.1540883190883191,0.9090909090909091,0.15175925925925926
254,2.54,0.14982905982905984,0.9090909090909091,0.15227920227920227
255,2.55,0.1508760683760684,0.9090909090909091,0.1523860398860399
256,2.56,0.15410256410256412,0.9090909090909091,0.1523860398860399
257,2.57,0.14990740740740738,0.9090909090909091,0.15267806267806266
258,2.58,0.15386039886039884,0.9090909090909091,0.15292735042735042
259,2.59,0.15296296296296297,0.9090909090909091,0.15296296296296297
260,2.6,0.14850427350427353,0.9090909090909091,0.15298433048433052
261,2.61,0.14995726495726497,0.9090909090909091,0.15296296296296297
262,2.62,0.15455840455840456,0.9090909090909091,0.15292735042735042
263,2.63,0.15344729344729346,0.9090909090909091,0.15292735042735042
264,2.64,0.15380341880341883,0.9090909090909091,0.15292735042735042
265,2.65,0.1467948717948718,0.9090909090909091,0.15292735042735042
266,2.66,0.1523860398860399,0.9090909090909091,0.15296296296296297
267,2.67,0.15320512820512822,0.9090909090909091,0.15296296296296297
268,2.68,0.15334757834757834,0.9090909090909091,0.15296296296296297
269,2.69,0.1544729344729345,0.9090909090909091,0.15292735042735042
270,2.7,0.15546296296296297,0.9090909090909091,0.15292735042735042
271,2.71,0.151965811965812,0.9090909090909091,0.15292735042735042
272,2.72,0.15292735042735042,0.9090909090909091,0.1527065527065527
273,2.73,0.15376780626780628,0.9090909090909091,0.1527065527065527
274,2.74,0.15745726495726495,0.9090909090909091,0.1527065527065527
275,2.75,0.15663105413105413,0.9090909090909091,0.15246438746438748
276,2.76,0.14841168091168092,0.9090909090909091,0.15246438746438748
277,2.77,0.15024928774928775,0.9090909090909091,0.15252849002849003
278,2.78,0.15246438746438748,0.9090909090909091,0.15246438746438748
279,2.79,0.15375356125356127,0.9090909090909091,0.1523860398860399
280,2.8,0.14724358974358975,0.9090909090909091,0.151965811965812
281,2.81,0.15341168091168092,0.9090909090909091,0.151965811965812
282,2.82,0.1446296296296296,0.9090909090909091,0.151965811965812
283,2.83,0.1527065527065527,0.9090909090909091,0.15170227920227922
284,2.84,0.1446011396011396,0.9090909090909091,0.1514814814814815
285,2.85,0.1473005698005698,0.9090909090909091,0.15066951566951567
286,2.86,0.15170227920227922,0.9090909090909091,0.15066951566951567
287,2.87,0.14692307692307693,0.9090909090909091,0.15024928774928775
288,2.88,0.14678062678062678,0.9090909090909091,0.15024928774928775
289,2.89,0.15478632478632476,0.9090909090909091,0.15024928774928775
290,2.9,0.1514814814814815,0.9090909090909091,0.14989316239316242
291,2.91,0.14989316239316242,0.9090909090909091,0.14959401709401712
292,2.92,0.15252849002849003,0.9090909090909091,0.14959401709401712
293,2.93,0.14804131054131053,0.9090909090909091,0.14959401709401712
294,2.94,0.15066951566951567,0.9090909090909091,0.14959401709401712
295,2.95,0.14117521367521368,0.9090909090909091,0.14925925925925926
296,2.96,0.14959401709401712,0.9090909090909091,0.14959401709401712
297,2.97,0.15396011396011397,0.9090909090909091,0.14925925925925926
298,2.98,0.14833333333333334,0.9090909090909091,0.14925925925925926
299,2.99,0.14783475783475783,0.9090909090909091,0.14925925925925926
300,3.0,0.14671652421652423,0.9090909090909091,0.14925925925925926
301,3.01,0.15172364672364672,0.9090909090909091,0.14925925925925926
302,3.02,0.14918803418803417,0.9090909090909091,0.14925925925925926
303,3.03,0.15302706552706552,0.9090909090909091,0.14959401709401712
304,3.04,0.15231481481481485,0.9090909090909091,0.1497863247863248
305,3.05,0.14732905982905983,0.9090909090909091,0.14959401709401712
306,3.06,0.14923789173789176,0.9090909090909091,0.14959401709401712
307,3.07,0.14507834757834762,0.9090909090909091,0.14925925925925926
308,3.08,0.15274216524216525,0.9090909090909091,0.14925925925925926
309,3.09,0.1538960113960114,0.9090909090909091,0.14959401709401712
310,3.1,0.14925925925925926,0.9090909090909091,0.14959401709401712
311,3.11,0.14993589743589744,0.9090909090909091,0.14959401709401712
312,3.12,0.14665954415954416,0.9090909090909091,0.14925925925925926
313,3.13,0.14699430199430202,0.9090909090909091,0.14923789173789176
314,3.14,0.1497863247863248,0.9090909090909091,0.14925925925925926
315,3.15,0.14752849002849003,0.9090909090909091,0.1497863247863248
316,3.16,0.1456837606837607,0.9090909090909091,0.1498860398860399
317,3.17,0.15455128205128207,0.9090909090909091,0.1498860398860399
318,3.18,0.1522934472934473,0.9090909090909091,0.14993589743589744
319,3.19,0.15283475783475786,0.9090909090909091,0.1498860398860399
320,3.2,0.14915954415954416,0.9090909090909091,0.1497863247863248
321,3.21,0.1498860398860399,0.9090909090909091,0.1498860398860399
322,3.22,0.14705128205128204,0.9090909090909091,0.1498860398860399
323,3.23,0.15144586894586898,0.9090909090909091,0.1498860398860399
324,3.24,0.1535042735042735,0.9090909090909091,0.1497863247863248
325,3.25,0.15252849002849003,0.9090909090909091,0.1497863247863248
326,3.26,0.14882478632478635,0.9090909090909091,0.1497863247863248
327,3.27,0.14772792022792022,0.9090909090909091,0.1497863247863248
328,3.28,0.14413817663817666,0.9090909090909091,0.1498860398860399
329,3.29,0.15353276353276354,0.9090909090909091,0.1498860398860399
330,3.3,0.15019943019943022,0.9090909090909091,0.15019943019943022
331,3.31,0.15333333333333335,0.9090909090909091,0.15019943019943022
332,3.32,0.15471509971509972,0.9090909090909091,0.15024928774928775
333,3.33,0.15336182336182336,0.9090909090909091,0.15024928774928775
334,3.34,0.14843304843304844,0.9090909090909091,0.15019943019943022
335,3.35,0.1489957264957265,0.9090909090909091,0.1498860398860399
336,3.36,0.15702279202279204,0.9090909090909091,0.1498860398860399
337,3.37,0.14811253561253562,0.9090909090909091,0.14974358974358976
338,3.38,0.1451566951566952,0.9090909090909091,0.14974358974358976
339,3.39,0.14878917378917378,0.9090909090909091,0.14930199430199428
340,3.4,0.15024928774928775,0.9090909090909091,0.1489957264957265
341,3.41,0.1488960113960114,0.9090909090909091,0.14892450142450145
342,3.42,0.15114672364672363,0.9090909090909091,0.1489957264957265
343,3.43,0.1524002849002849,0.9090909090909091,0.1489957264957265
344,3.44,0.14892450142450145,0.9090909090909091,0.1489957264957265
345,3.45,0.15123219373219376,0.9090909090909091,0.14892450142450145
346,3.46,0.14729344729344732,0.9090909090909091,0.14892450142450145
347,3.47,0.15180199430199431,0.9090909090909091,0.14892450142450145
348,3.48,0.15172364672364672,0.9090909090909091,0.14892450142450145
349,3.49,0.14974358974358976,0.9090909090909091,0.14892450142450145
350,3.5,0.1478988603988604,0.9090909090909091,0.1489957264957265
351,3.51,0.14930199430199428,0.9090909090909091,0.14892450142450145
352,3.52,0.1486111111111111,0.9090909090909091,0.14892450142450145
353,3.53,0.14729344729344732,0.9090909090909091,0.14930199430199428
354,3.54,0.1444729344729345,0.9090909090909091,0.14933048433048432
355,3.55,0.14742877492877493,0.9090909090909091,0.14974358974358976
356,3.56,0.14400284900284901,0.9090909090909091,0.14974358974358976
357,3.57,0.15047720797720796,0.9090909090909091,0.1502920227920228
358,3.58,0.14606125356125355,0.9090909090909091,0.1502920227920228
359,3.59,0.1472863247863248,0.9090909090909091,0.15024216524216527
360,3.6,0.14705840455840455,0.9090909090909091,0.15024216524216527
361,3.61,0.15225071225071224,0.9090909090909091,0.15024216524216527
362,3.62,0.14933048433048432,0.9090909090909091,0.15024216524216527
363,3.63,0.1547833258359574,0.8636363636363636,0.14974358974358976
364,3.64,0.15050569800569802,0.9090909090909091,0.14933048433048432
365,3.65,0.15693732193732193,0.9090909090909091,0.14930199430199428
366,3.66,0.14181623931623932,0.9090909090909091,0.14930199430199428
367,3.67,0.15428774928774927,0.9090909090909091,0.14903133903133906
368,3.68,0.15131766381766382,0.9090909090909091,0.14903133903133906
369,3.69,0.1502920227920228,0.9090909090909091,0.14903133903133906
370,3.7,0.15101851851851852,0.9090909090909091,0.14903133903133906
371,3.71,0.15606837606837606,0.9090909090909091,0.14903133903133906
372,3.72,0.153482905982906,0.9090909090909091,0.14903133903133906
373,3.73,0.15083333333333335,0.9090909090909091,0.1480840455840456
374,3.74,0.15024216524216527,0.9090909090909091,0.14903133903133906
375,3.75,0.14752136752136752,0.9090909090909091,0.14903133903133906
376,3.76,0.1509045584045584,0.9090909090909091,0.14903133903133906
377,3.77,0.14606125356125355,0.9090909090909091,0.1480840455840456
378,3.78,0.14661680911680913,0.9090909090909091,0.1478917378917379
379,3.79,0.14903133903133906,0.9090909090909091,0.14753561253561256
380,3.8,0.14259971509971509,0.9090909090909091,0.14752136752136752
381,3.81,0.1421866096866097,0.9090909090909091,0.1472008547008547
382,3.82,0.13877492877492878,0.9090909090909091,0.1472008547008547
383,3.83,0.1428917378917379,0.9090909090909091,0.14661680911680913
384,3.84,0.14753561253561256,0.9090909090909091,0.14621082621082623
385,3.85,0.14106837606837608,0.9090909090909091,0.14606125356125355
386,3.86,0.1480840455840456,0.9090909090909091,0.14595441595441597
387,3.87,0.1446866096866097,0.9090909090909091,0.14532763532763535
388,3.88,0.1472008547008547,0.9090909090909091,0.14532763532763535
389,3.89,0.14982905982905984,0.9090909090909091,0.14472222222222222
390,3.9,0.14532763532763535,0.9090909090909091,0.1446866096866097
391,3.91,0.1478917378917379,0.9090909090909091,0.14450854700854704
392,3.92,0.14621082621082623,0.9090909090909091,0.14443732193732195
393,3.93,0.14595441595441597,0.9090909090909091,0.14443732193732195
394,3.94,0.14472222222222222,0.9090909090909091,0.14443732193732195
395,3.95,0.1420726495726496,0.9090909090909091,0.14408119658119659
396,3.96,0.14408119658119659,0.9090909090909091,0.14408119658119659
397,3.97,0.14051282051282052,0.9090909090909091,0.14443732193732195
398,3.98,0.1409116809116809,0.9090909090909091,0.14443732193732195
399,3.99,0.13877492877492878,0.9090909090909091,0.14443732193732195
400,4.0,0.14311965811965813,0.9090909090909091,0.14443732193732195
401,4.01,0.1400997150997151,0.9090909090909091,0.14443732193732195
402,4.02,0.14314102564102565,0.9090909090909091,0.14408119658119659
403,4.03,0.14668091168091169,0.9090909090909091,0.14408119658119659
404,4.04,0.14443732193732195,0.9090909090909091,0.14408119658119659
405,4.05,0.14343304843304844,0.9090909090909091,0.14408119658119659
406,4.06,0.14450854700854704,0.9090909090909091,0.14408119658119659
407,4.07,0.13564814814814816,0.9090909090909091,0.14408119658119659
408,4.08,0.14546296296296296,0.9090909090909091,0.14408119658119659
409,4.09,0.14489316239316238,0.9090909090909091,0.14408119658119659
410,4.1,0.14304131054131053,0.9090909090909091,0.14408119658119659
411,4.11,0.14137464387464388,0.9090909090909091,0.14408119658119659
412,4.12,0.14579772079772083,0.9090909090909091,0.14432336182336183
413,4.13,0.14084045584045585,0.9090909090909091,0.14432336182336183
414,4.14,0.14394586894586897,0.9090909090909091,0.14432336182336183
415,4.15,0.14534188034188034,0.9090909090909091,0.14443732193732195
416,4.16,0.14061253561253562,0.9090909090909091,0.14450854700854704
417,4.17,0.14163105413105412,0.9090909090909091,0.14466524216524218
418,4.18,0.14759259259259258,0.9090909090909091,0.14466524216524218
419,4.19,0.14477920227920227,0.9090909090909091,0.1445940170940171
420,4.2,0.14581196581196582,0.9090909090909091,0.1445940170940171
421,4.21,0.14432336182336183,0.9090909090909091,0.1445940170940171
422,4.22,0.14793447293447295,0.9090909090909091,0.14466524216524218
