frame,area_px2,coverage,r_eff_px
0,212348.84825799047,0.35,259.9860337023125
1,218183.6022996472,0.3527777777777778,263.5336745373732
2,204712.6030574646,0.3611111111111111,255.26857499427751
3,201236.80625964855,0.3472222222222222,253.09220631322938
4,193304.5566745301,0.3611111111111111,248.0539284790261
5,193016.2159567603,0.36944444444444446,247.86885591542625
6,191169.32072176266,0.35555555555555557,246.68012631903864
7,210119.33425776716,0.36666666666666664,258.6175967961263
8,204565.22094759534,0.36666666666666664,255.17666859842626
9,201339.20819296897,0.36666666666666664,253.15659273311152
10,192918.78787418123,0.3611111111111111,247.80629009560167
11,201560.71676223783,0.37777777777777777,253.29581285862426
12,203868.79185862854,0.3527777777777778,254.7419320271929
13,189045.64869578136,0.3861111111111111,245.30613306620575
14,194574.1159523839,0.3888888888888889,248.86716276583178
15,194840.27859324467,0.37777777777777777,249.03732030166438
16,206076.0638459575,0.4083333333333333,256.11725523285287
17,202989.07419875244,0.39444444444444443,254.19171722296133
18,208843.01276676438,0.3638888888888889,257.8309438839115
19,206254.21241917185,0.37222222222222223,256.2279354014194
20,200701.6518297328,0.3861111111111111,252.75545483890357
21,194921.99696952937,0.37777777777777777,249.08953946339875
22,204833.562498595,0.36666666666666664,255.3439796931742
23,189348.89436391328,0.38055555555555554,245.50280041988083
24,191351.05401642222,0.38055555555555554,246.79735052288495
25,207300.25260524877,0.3611111111111111,256.87685729284334
26,202271.07096428503,0.3638888888888889,253.74176159417476
27,190048.0278600005,0.37222222222222223,245.95561818663674
28,206551.49278938517,0.3861111111111111,256.41252340882505
29,198265.16776223844,0.3861111111111111,251.21656590401892
30,190643.57536029845,0.38333333333333336,246.34068842683604
31,189007.18588250066,0.41944444444444445,245.28117707271662
32,206632.23995229037,0.4222222222222222,256.46263817779635
33,205173.23338752662,0.3861111111111111,255.5556075838367
34,204824.72425275983,0.37777777777777777,255.3384707883289
35,211595.45621056537,0.36666666666666664,259.52442194019494
36,211352.73850025574,0.38055555555555554,259.3755311062493
37,195971.6933349527,0.35833333333333334,249.7593389659204
38,213981.77408550226,0.34444444444444444,260.98374308481715
39,200913.04725129693,0.36944444444444446,252.88853118201877
40,190479.95697726987,0.425,246.23495573481867
41,201180.09801008314,0.3888888888888889,253.05654328634424
42,207334.77385508435,0.38333333333333336,256.8982449682245
43,202633.755113695,0.38055555555555554,253.96914680180026
44,207232.07663486755,0.4166666666666667,256.83461356926813
45,204380.3568385152,0.39166666666666666,255.06134188361494
46,193424.53148173794,0.4111111111111111,248.13089408839247
47,198867.02366109675,0.4222222222222222,251.59757484378287
48,191046.23473756414,0.40555555555555556,246.60069998918453
49,215264.3470605252,0.40555555555555556,261.7647222455001
50,195102.9422169582,0.3861111111111111,249.20512701628485
51,211107.89811572523,0.37777777777777777,259.225251512494
52,195582.48395880085,0.42777777777777776,249.5111985632488
53,194306.294246232,0.4,248.6958270786067
54,206527.45014801796,0.4,256.397599736121
55,214144.3571387621,0.37777777777777777,261.08287180077593
56,202983.09113125774,0.4,254.18797106713106
57,193881.63820118713,0.37777777777777777,248.4239162982235
58,208935.31593085025,0.38055555555555554,257.8879148655929
59,200942.1408655451,0.35833333333333334,252.90684053310795
60,208236.2092307012,0.38055555555555554,257.45610122809
61,207836.37065312432,0.375,257.2088091171221
62,211875.34374855278,0.3472222222222222,259.6960079665326
63,204412.94740119853,0.36666666666666664,255.0816771580599
64,205294.15282338255,0.36666666666666664,255.63090270819887
65,202944.91070783144,0.375,254.1640639999868
66,213666.50753455362,0.3638888888888889,260.7914141504889
