frame,time_s,area_px2,area_mm2,coverage,area_mm2_smoothed
0,0.0,209284.59309069614,0.06543955160744723,0.8166666666666667,0.06539381665767441
1,0.001,209944.79166125983,0.06564598390039124,0.825,0.06534808170790159
2,0.002,209408.80310647565,0.06547838985931148,0.8166666666666667,0.0652284879934617
3,0.003,208227.1059482553,0.06510889427902182,0.8194444444444444,0.06510889427902182
4,0.004,200907.18702051407,0.06282008646302235,0.8138888888888889,0.06492544907082784
5,0.005,209919.8332418278,0.0656381798487296,0.8138888888888889,0.06474200386263386
6,0.006,209765.4298569089,0.06558990066999719,0.8222222222222222,0.06465333375007723
7,0.007,207053.74045878442,0.06474200386263386,0.8222222222222222,0.06474200386263386
8,0.008,203602.65782340604,0.06366291200553983,0.8194444444444444,0.06492544907082784
9,0.009,208992.05990187955,0.06534808170790159,0.8222222222222222,0.06510889427902182
10,0.01,203169.780699317,0.0635275590658744,0.8138888888888889,0.06506685757363118
11,0.011,209585.85844150573,0.06553375189797361,0.8194444444444444,0.06510889427902182
12,0.012,202812.74737249914,0.06341592112602018,0.8138888888888889,0.06506685757363118
13,0.013,201079.32700166205,0.06287391155838021,0.825,0.06510889427902182
14,0.014,210948.58841608348,0.06595985320424488,0.8194444444444444,0.06521477108901043
15,0.015,210608.70313830246,0.0658535771528285,0.8194444444444444,0.06532064789899904
16,0.016,206486.58228089707,0.06456466363752059,0.8138888888888889,0.06532064789899904
17,0.017,205281.57409964435,0.0641878791169787,0.8166666666666667,0.06532064789899904
18,0.018,197924.8959867196,0.061887577360788315,0.8027777777777778,0.06532064789899904
19,0.019,206381.3504862893,0.06453175953620915,0.8194444444444444,0.06534808170790159
20,0.02,206009.53785387732,0.06441550037165383,0.8111111111111111,0.0654324002640446
21,0.021,204352.06655867753,0.06389723872248845,0.8166666666666667,0.0654324002640446
22,0.022,208904.32284696295,0.06532064789899904,0.8138888888888889,0.0654324002640446
23,0.023,210881.84527048125,0.0659389838155499,0.8194444444444444,0.06545016825391287
24,0.024,213271.7190555189,0.06668625463267823,0.8083333333333333,0.06553375189797361
25,0.025,207958.22773725144,0.06502482086824053,0.8138888888888889,0.06553375189797361
26,0.026,210202.3808864882,0.0657265274470944,0.8166666666666667,0.06560964981739185
27,0.027,201790.86137080938,0.06309639563798998,0.8166666666666667,0.06565698202238392
28,0.028,209318.5465711368,0.06545016825391287,0.8111111111111111,0.0657265274470944
29,0.029,209979.96515235904,0.06565698202238392,0.8138888888888889,0.06582549435870105
30,0.03,209828.5903183554,0.06560964981739185,0.8138888888888889,0.06582549435870105
31,0.031,209261.72212111723,0.0654324002640446,0.8166666666666667,0.06582549435870105
32,0.032,211131.0817668884,0.06601691561324333,0.8166666666666667,0.0659389838155499
33,0.033,218104.94244063858,0.06819751719849833,0.8111111111111111,0.06601691561324333
34,0.034,213163.75036207936,0.0666524947520201,0.8138888888888889,0.06642486758202551
35,0.035,210518.89054030256,0.06582549435870105,0.8111111111111111,0.06644354733841192
36,0.036,212495.5080932957,0.06644354733841192,0.8166666666666667,0.06649425342926897
37,0.037,212657.67307351893,0.06649425342926897,0.8027777777777778,0.0666524947520201
38,0.038,221431.91442700438,0.06923780187394009,0.8138888888888889,0.06668625463267823
39,0.039,216118.02795088745,0.06757624455070572,0.8166666666666667,0.0669567458592183
40,0.04,201670.73461615347,0.06305883414889683,0.8111111111111111,0.06734162738895877
41,0.041,215848.9704917544,0.06749211509223825,0.8111111111111111,0.06734162738895877
42,0.042,224948.18736198248,0.07033727757253894,0.8194444444444444,0.06734162738895877
43,0.043,223393.68076754198,0.06985121114495953,0.8138888888888889,0.06734162738895877
44,0.044,212435.7676898496,0.06642486758202551,0.8138888888888889,0.06749211509223825
45,0.045,220994.30781692182,0.06910097010853705,0.8166666666666667,0.06757624455070572
46,0.046,217061.16270860017,0.0678711459323061,0.8138888888888889,0.0676026729767301
47,0.047,220427.5861384909,0.068923766369002,0.8166666666666667,0.0678711459323061
48,0.048,215367.6903336181,0.06734162738895877,0.8055555555555556,0.06791782929648356
49,0.049,216202.5496545158,0.0676026729767301,0.8111111111111111,0.06791782929648356
50,0.05,218578.3691009771,0.0683455492533861,0.8194444444444444,0.0683455492533861
51,0.051,219838.23683811433,0.06873948737651979,0.8222222222222222,0.06854487168168112
52,0.052,214136.78681485544,0.0669567458592183,0.8194444444444444,0.06861131006456195
53,0.053,220394.8884154094,0.06891354237541777,0.8222222222222222,0.06873948737651979
54,0.054,219215.8293566618,0.06854487168168112,0.8138888888888889,0.06873948737651979
55,0.055,219428.30834811676,0.06861131006456195,0.8111111111111111,0.06880556585464091
56,0.056,213663.6092861924,0.06680879170335262,0.8138888888888889,0.06884879641068145
57,0.057,211144.09246191065,0.06602098382502988,0.825,0.06891354237541777
58,0.058,212429.6980302696,0.06642296970796102,0.8111111111111111,0.06884879641068145
59,0.059,220416.97207787097,0.06892044754195678,0.8055555555555556,0.06884879641068145
60,0.06,222439.45193967994,0.06955284084591352,0.8083333333333333,0.06891354237541777
61,0.061,217210.46246136422,0.06791782929648356,0.8166666666666667,0.06891354237541777
