frame,area_px2,coverage,r_eff_px,area_um2,r_eff_um
55,197389.2249166672,0.8305555555555556,250.66100956696675,84028.77209553283,163.54567827335805
56,199973.3779703691,0.825,252.29645891596724,85128.8483945363,164.61273961459366
57,189704.30332188288,0.825,245.73309748376153,80757.29400176762,160.3304246305534
58,197678.272935683,0.825,250.84447085627693,84151.82009941853,163.66537898408674
59,198760.78650197905,0.825,251.5303626388784,84612.64710652095,164.1128942837397
60,197659.80046221535,0.8333333333333334,250.83275023058405,84143.95635070727,163.65773177289086
61,200227.4680123338,0.8305555555555556,252.45669441287265,85237.01475588155,164.71728648077817
62,201791.5029345263,0.8277777777777777,253.44078269281195,85902.82584096916,165.35936234850715
63,198241.5937603515,0.8277777777777777,251.20163046196728,84391.62628545894,163.89841047975247
64,197173.2700545773,0.8333333333333334,250.52385345423363,83936.83991485205,163.4561897265552
65,197408.2927910366,0.8222222222222222,250.67311624913287,84036.88930694803,163.55357737003015
66,196229.55599802756,0.8222222222222222,249.92360359843553,83535.09998495139,163.0645521520893
67,201757.7642376746,0.8305555555555556,253.4195946867374,85888.46324711558,165.34553807312142
68,200670.36459414085,0.8194444444444444,252.73575313837327,85425.556232501,164.89936046435838
69,198886.13164426727,0.825,251.60966183201535,84666.00664729155,164.16463364420315
70,196198.56151709903,0.8277777777777777,249.90386508801993,83521.90560630553,163.0516736111483
71,199974.57662963672,0.8277777777777777,252.2972150592063,85129.35866487381,164.61323296598934
72,198242.95437846665,0.8166666666666667,251.20249251340667,84392.20550182475,163.8989729317573
73,197404.58319280905,0.8333333333333334,250.6707609759497,84035.31012761765,163.55204065416467
74,196887.55789163543,0.825,250.34227797855272,83815.21198792291,163.33771942924275
75,200805.4381552905,0.8222222222222222,252.8207985200125,85483.0571700054,164.95484896912515
76,201097.0573317492,0.8277777777777777,253.00431109205297,85607.19971794682,165.0745831396605
77,195457.55550809557,0.825,249.4314981062814,83206.45867611845,162.74347418852636
78,196651.10350850667,0.8305555555555556,250.19190709475316,83714.55314254113,163.23960880475414
79,201099.5833408393,0.8305555555555556,253.005900098852,85608.27504230777,165.07561989920748
80,197797.7900732632,0.8305555555555556,250.92029022306212,84202.69865329844,163.7148479054342
81,198096.46408865904,0.8222222222222222,251.1096631702421,84329.84445257472,163.83840572221104
82,198362.58052845096,0.8305555555555556,251.27827289905952,84443.13046238397,163.94841641956907
83,195722.38855895065,0.8277777777777777,249.60042312828568,83319.19834609314,162.85369060131734
84,198441.53908165905,0.8194444444444444,251.3282787893538,84476.74319010666,163.9810431422491
85,195971.36008949328,0.8305555555555556,249.75912661075924,83425.1857524831,162.95723789305737
86,199038.4697900552,0.8194444444444444,251.7060044279205,84730.8571341369,164.2274931021665
87,195024.78368461644,0.8222222222222222,249.15520604167327,83022.22731830321,162.5632053338451
88,200280.9919878289,0.8277777777777777,252.49043499590732,85259.79996080053,164.73930078027882
89,198316.14912634596,0.825,251.24886239904615,84423.36457239072,163.9292273156021
90,201398.1195720264,0.8305555555555556,253.19362653629577,85735.3621867214,165.1981034382095
91,197353.1434263074,0.8277777777777777,250.63809890366073,84013.41217235773,163.5307300371862
92,198022.01831788727,0.8305555555555556,251.0624745210865,84298.15282042866,163.8076171298955
93,200757.00812086737,0.8305555555555556,252.79030916067893,85462.44046042138,164.9349559552059
94,197533.4239362628,0.8222222222222222,250.75255071613188,84090.15774897522,163.60540499095166
95,201450.51928877173,0.8222222222222222,253.2265623240865,85757.6687936708,165.21959264294466
96,200178.9342412748,0.8277777777777777,252.4260956690744,85216.35388551756,164.6973220981347
97,199111.2288244153,0.8305555555555556,251.7520061191456,84761.8307210625,164.25750725477096
98,198303.73762019025,0.825,251.24100014070763,84418.08098296195,163.92409752547258
99,198427.12286957173,0.8361111111111111,251.31914948206875,84470.60619554437,163.9750866564172
100,199053.27933600047,0.8361111111111111,251.71536840239335,84737.16157127928,164.23360269838628
101,196936.2268143521,0.8277777777777777,250.3732173031724,83835.93039247018,163.35790602642828
102,196406.25011573723,0.8361111111111111,250.03609963388377,83610.31883113671,163.13795104429127
103,197010.19793226573,0.8361111111111111,250.42023416821888,83867.41996446399,163.38858253689793
104,197533.16494272297,0.8305555555555556,250.75238633050355,84090.04749519039,163.6052977363007
105,198843.3718629627,0.8333333333333334,251.58261280561663,84647.8037696035,164.14698530162025
106,198888.9077284492,0.8277777777777777,251.6114178296786,84667.18842884594,164.165779358207
107,198478.48334294363,0.8333333333333334,251.35167284667867,84492.47039564703,163.9963067725176
108,197591.0434049209,0.8277777777777777,250.7891196546549,84114.68640904863,163.62926467245862
109,197604.355467439,0.8305555555555556,250.7975675684711,84120.35336613774,163.63477657794982
110,196586.09854264293,0.8333333333333334,250.1505519730551,83686.880469608,163.21262634170623
111,196710.88360803828,0.8388888888888889,250.22993220713536,83740.00158513729,163.26441857794825
112,196762.96973791148,0.8361111111111111,250.2630586052589,83762.17469787078,163.2860321478418
113,197477.7058592177,0.8305555555555556,250.7171834475724,84066.43851303618,163.58232934813338
114,197857.29054066844,0.825,250.95802763138175,84228.02805624474,163.73946996392894
115,196806.7648742776,0.8333333333333334,250.2909085990367,83780.81832714769,163.30420308767074
116,197896.13115815548,0.8277777777777777,250.98265873395513,84244.56254234066,163.75554071375933
117,197701.05804535735,0.8305555555555556,250.8589270582825,84161.5197412749,163.67481104281154
118,197681.8281224944,0.825,250.8467265289202,84153.333545669,163.66685071482397
119,198515.82979258304,0.8361111111111111,251.3753193671922,84508.36881313488,164.01173512430984
120,199647.12675391947,0.8305555555555556,252.09056744345065,84989.9629557566,164.4784041605811
121,201107.91437529933,0.8277777777777777,253.0111407338836,85611.82157123434,165.0790391913116
122,197981.0341319997,0.8277777777777777,251.03649224984403,84280.70581532024,163.79066479981125
123,199585.54989128883,0.8194444444444444,252.05168848834444,84963.74962947938,164.45303729122082
124,199474.5301943629,0.8277777777777777,251.9815767129271,84916.48844379387,164.4072923311834
125,195113.2609031557,0.8277777777777777,249.21171696176677,83059.89215049158,162.6000763125925
126,197253.3323561949,0.8277777777777777,250.57471095797723,83970.92250927386,163.48937209089425
127,199696.38291918387,0.8222222222222222,252.12166292946765,85010.93134998911,164.49869264645562
128,198543.44169070185,0.8305555555555556,251.39280086570776,84520.12322321035,164.02314106070537
129,200831.4658711761,0.8166666666666667,252.83718287383664,85494.13719226721,164.96553906513918
130,197005.89229619017,0.8222222222222222,250.4174977000138,83865.58705128105,163.38679710744702
131,197106.4605231868,0.825,250.48140652596436,83908.3990367373,163.42849490602285
132,197696.4162072423,0.8277777777777777,250.8559820731222,84159.54370657878,163.6728895648905
133,193660.09523118573,0.825,248.28194229822836,82441.27820579137,161.99343777613856
134,197587.99445547123,0.8305555555555556,250.78718473320063,84113.38846850226,163.62800221826922
135,198429.63051724,0.825,251.32073751569783,84471.67370343141,163.97612278101207
136,198091.58161463044,0.8222222222222222,251.106568607275,84327.76597895194,163.83638665111462
137,198162.717194972,0.8333333333333334,251.15165131092056,84358.04846002925,163.86580120329745
138,197894.45982056143,0.8305555555555556,250.9815988910057,84243.85105241084,163.7548492111825
139,191822.7098307236,0.8333333333333334,247.10132523659993,81659.10157415268,161.2231352130926
140,193249.8207046611,0.8333333333333334,248.0188066126007,82266.62396769659,161.82175290078342
141,197248.31756437497,0.8277777777777777,250.57152574436785,83968.78770784728,163.4872938740982
142,194202.1932690934,0.8305555555555556,248.62919787532525,82672.04983225686,162.22000731317436
143,194985.93841863555,0.8277777777777777,249.13039129234213,83005.69085333923,162.54701476229368
144,198056.5336638911,0.8277777777777777,251.08435373099076,84312.84603453078,163.82189238646635
145,197404.48000148768,0.8194444444444444,250.67069545809284,84035.26619897854,163.55199790654166
146,197294.69042160577,0.8277777777777777,250.60097855508775,83988.5286752345,163.5065105840068
147,198183.42449882484,0.825,251.1647731982628,84366.86357806266,163.87436267829239
148,198740.96512476055,0.8333333333333334,251.51782042018263,84604.20912825939,164.104711017953
149,199207.6571504443,0.8305555555555556,251.81295970322404,84802.88034692159,164.29727688335626
150,202622.46821366085,0.8305555555555556,253.9620735373082,86256.56851405163,165.69948251673003
151,198225.94535596663,0.825,251.19171583659372,84384.9647455179,163.89194160717292
152,198125.00383227604,0.8361111111111111,251.1277511945163,84341.99384732041,163.85020739094148
153,193400.6064561562,0.8277777777777777,248.11554773720889,82330.81359888332,161.88487238182398
154,197645.02006443383,0.8277777777777777,250.82337180076135,84137.66432196464,163.65161274516834
155,196011.78362307197,0.8305555555555556,249.7848845221461,83442.39408739508,162.97404383785087
156,198174.1169602515,0.8333333333333334,251.15887524471617,84362.90135044928,163.87051451373392
157,194637.29643569773,0.8277777777777777,248.90756452058196,82857.27364495522,162.40162974374638
158,196583.11137847757,0.8305555555555556,250.14865142258645,83685.6088311132,163.21138631312732
159,197771.66377009408,0.8222222222222222,250.90371815706033,84191.57666234061,163.70403533518507
160,197455.49829717408,0.8277777777777777,250.70308571961607,84056.98473373009,163.57313117852289
161,198253.95124792724,0.8277777777777777,251.20945972875805,84396.8868791292,163.90351874429626
162,197773.10074176147,0.825,250.90462966498936,84192.18838248288,163.70463005545196
163,197359.80193237972,0.825,250.64232701272,84016.24670443253,163.53348869903436
164,198562.32363684487,0.8166666666666667,251.40475460347423,84528.16128481094,164.03094036764304
165,195836.1711702246,0.825,249.67296480769303,83367.6357069228,162.90102097065662
166,198687.54925764853,0.8305555555555556,251.4840177632336,84581.46994517714,164.08265621785577
167,198002.2390201735,0.8277777777777777,251.04993560375024,84289.73275545043,163.79943601810587
168,195521.91757116612,0.8305555555555556,249.4725622759232,83233.85766474935,162.77026681769675
169,190421.68187107705,0.8222222222222222,246.19728650679423,81062.6827008818,160.6332882819449
170,197912.7255442248,0.8361111111111111,250.99318146576417,84251.62678754287,163.76240634999837
171,199016.14271812057,0.8333333333333334,251.69188651472655,84721.3524793618,164.2182817625445
172,189978.1543133543,0.8166666666666667,245.91039969242948,80873.8726172427,160.4461068023681
173,192014.3437104671,0.825,247.2247234645719,81740.68029058742,161.30364732355713
174,197231.16274150487,0.8305555555555556,250.56062931782623,83961.48488419062,163.48018441789446
175,195521.13978560513,0.8416666666666667,249.47206607490347,83233.52656073052,162.76994306757513
176,196483.16238812596,0.8416666666666667,250.08505164602627,83643.06045525846,163.169890156172
177,200575.98666088955,0.8333333333333334,252.6763136608362,85385.37946070725,164.86057872607844
178,192039.0133725027,0.8222222222222222,247.2406044513093,81751.18218809341,161.31400899389473
179,201154.37214364816,0.8138888888888889,253.04036299060377,85631.59868536152,165.09810547451312
180,194489.6794778104,0.8166666666666667,248.8131582905208,82794.43297208167,162.34003368237546
181,193073.6194642411,0.8138888888888889,247.9057115855847,82191.61493982057,161.74796319198654
182,194009.7099801837,0.8194444444444444,248.50595305212005,82590.10952156958,162.1395952928143
183,196761.96220768557,0.8027777777777778,250.26241786498372,83761.7457913397,163.2856140919859
184,201589.95954867397,0.8111111111111111,253.3141864952166,85817.02863879515,165.27676369848842
185,197701.0611043238,0.8,250.8589289990132,84161.52104347969,163.67481230905602
186,196481.64415977348,0.8,250.08408543868111,83642.41414407163,163.1692597468559
187,193501.42029192357,0.7805555555555556,248.1802068447926,82373.73014021605,161.9270597073462
188,194362.29792081172,0.775,248.73166450935352,82740.20652772163,162.28686244629418
189,199042.15256693077,0.7833333333333333,251.7083330550589,84732.42489559342,164.22901243261782
190,197522.70204617505,0.7944444444444444,250.7457453418358,84085.59343063922,163.60096477283764
191,197138.6010764664,0.7833333333333333,250.50182768012235,83922.0812994226,163.44181884305505
192,195973.56148659892,0.775,249.76052941133713,83426.12288922783,162.95815316094203
193,195226.1890462968,0.7805555555555556,249.28382622108063,83107.96576346201,162.6471245461596
194,196174.5097402249,0.7861111111111111,249.88854689155303,83511.66674307325,163.04167913759443
195,196537.98496794756,0.7888888888888889,250.1199384813993,83666.39847721717,163.19265233671115
196,196997.6633823829,0.7777777777777778,250.4122676901413,83862.08399520899,163.3833847478086
197,197005.03790087264,0.7833333333333333,250.41695468130777,83865.22333441938,163.38644281077063
198,198011.11148509395,0.7777777777777778,251.05556030477825,84293.50977181512,163.8031058969845
199,199757.0175871131,0.7694444444444445,252.15993641450547,85036.74358312729,164.52366447227413
200,199055.22064623528,0.7722222222222223,251.71659585373487,84737.98798880717,164.2344035583307
201,203213.32288436277,0.7722222222222223,254.33208542838517,86508.09588332396,165.9408995835484
202,201913.4409721951,0.7666666666666667,253.51734539245427,85954.73497421274,165.40931626301932
203,204770.87351450967,0.7638888888888888,255.3049028948699,87171.14659940595,166.5756217234906
204,201431.9968333496,0.7611111111111111,253.2149205433937,85749.7837675962,165.21199687476755
205,206123.66402533435,0.7694444444444445,256.1468329604918,87747.03074695796,167.12494538527085
206,208776.0349729442,0.7694444444444445,257.78959624108376,88876.14746527738,168.19677875668796
207,204614.87508133985,0.7638888888888888,255.2076362467468,87104.73792490196,166.51215936064386
208,206144.68984369744,0.7611111111111111,256.15989686432215,87755.9814569073,167.13346902848335
209,205280.30628917055,0.7611111111111111,255.62228175704783,87388.01259367715,166.7826979711056
210,208355.7075091495,0.7694444444444445,257.5299624179302,88697.21368266788,168.0273786980841
211,206761.62231491625,0.7638888888888888,256.54291739636255,88018.61016951442,167.38337368183724
212,210814.30130435465,0.7666666666666667,259.044930956204,89743.83929143655,169.0158314198808
213,208050.7502514187,0.75,257.3414281319301,88567.39310143018,167.9043680721597
214,216329.146663019,0.7555555555555555,262.4113298860058,92091.51396304516,171.2122639534618
215,209203.30203110995,0.7555555555555555,258.0532488824657,89058.03543950543,168.36880092374884
216,211076.5662987767,0.7555555555555555,259.20601419455716,89855.48573745826,169.12093140140746
217,209655.48580671684,0.7611111111111111,258.331983743677,89250.53048294972,168.55066359961526
218,213665.59834089104,0.7583333333333333,260.7908592901227,90957.63902625456,170.15497561339018
219,210815.83688409152,0.7555555555555555,259.0458744012646,89744.49298912344,169.0164469777716
220,214881.46935078903,0.7472222222222222,261.5318260786923,91475.23641806467,170.6384250187205
221,216994.0247080894,0.75,262.8142753112825,92374.55314993151,171.47516875464277
222,214667.1367776268,0.75,261.4013616549972,91383.99484725196,170.55330251522219
223,215398.3875565876,0.75,261.8462072043615,91695.28896716109,170.8435453703968
224,214748.9034920722,0.7611111111111111,261.4511408058021,91418.8030117606,170.58578130000137
225,219681.02540770665,0.7555555555555555,264.4364615446696,93518.41178509257,172.53357647542603
226,218402.49109838548,0.7444444444444445,263.66583412301156,92974.13856987718,172.03077476490535
227,214066.76871281964,0.7583333333333333,261.03556996070375,91128.41761747959,170.3146389478276
228,218986.71735973263,0.7527777777777778,264.0182514117887,93222.84421927466,172.26071209990565
229,219756.918248674,0.7611111111111111,264.4821348141232,93550.7194363335,172.56337634675285
230,219339.1450381517,0.7555555555555555,264.23061573698084,93372.87300165898,172.399270815777
231,214907.69738521348,0.75,261.5477866369888,91486.40171611017,170.6488386061258
232,214183.2176085452,0.75,261.1065598935693,91177.99001801884,170.36095686835753
233,214815.9699754143,0.75,261.49196345841057,91447.35327455425,170.6124163495502
234,219384.73923146984,0.7555555555555555,264.25807721852095,93392.28249111226,172.4171882678475
235,223177.80923415857,0.7472222222222222,266.5327429342833,95006.99583188804,173.9013111793932
236,219310.01382271503,0.7527777777777778,264.21306844831497,93360.47181682315,172.3878219540985
237,223290.7749312349,0.7416666666666667,266.6001897115825,95055.08543160274,173.9453173411804
238,217759.08096843495,0.7416666666666667,263.2771700671165,92700.23829393052,171.77718795157668
239,217222.4464335283,0.75,262.95256644653796,92471.79248564843,171.5653978555054
240,220787.54843383151,0.7583333333333333,265.1016020562137,93989.4596410227,172.96755245077017
241,217802.50373431665,0.75,263.30341846283534,92718.72340475445,171.79431391659548
242,218391.4915562234,0.7416666666666667,263.6591944552091,92969.45605480127,172.02644266325083
243,228040.33407842217,0.7527777777777778,269.4206613936952,97076.97706880707,175.7855554982787
244,217257.9211755341,0.75,262.97403704911864,92486.89411549887,171.57940651312657
245,222408.44780224783,0.7611111111111111,266.07293681666886,94679.47797244859,173.6013071879092
246,216493.79950080864,0.7444444444444445,262.5111743880607,92161.60682544607,171.2774082566729
247,223299.2764293297,0.7444444444444445,266.60526488639107,95058.70452705328,173.94862867750615
248,219907.15203664647,0.7527777777777778,264.57252415129295,93614.67409614798,172.62235155586754
249,218222.0270777289,0.7416666666666667,263.5568792536214,92897.31487258774,171.95968633337628
250,221845.90859936143,0.7555555555555555,265.73623372924203,94440.00452350981,173.38162270285474
251,220067.9681541116,0.7444444444444445,264.669246222211,93683.13366322653,172.68545860518333
252,220173.54757347863,0.7527777777777778,264.7327272340831,93728.07891782043,172.72687727321647
253,219109.03229733,0.7416666666666667,264.09197475955915,93274.91379915972,172.30881345773759
254,217775.5431475318,0.7555555555555555,263.28712150977697,92707.24625850463,171.7836808458745
255,224624.89264351665,0.7472222222222222,267.39544500870613,95623.02055187724,174.4641876959805
256,220482.1600283827,0.75,264.918197306623,93859.45551981035,172.84788862981057
257,219113.77213102992,0.7527777777777778,264.09483120335614,93276.9315506652,172.3106771661741
258,219927.1728851397,0.7472222222222222,264.5845675200874,93623.19698951213,172.6302093432497
259,225367.2841926375,0.75,267.83695521885784,95939.05730774911,174.7522543837698
260,220097.6883751573,0.7472222222222222,264.6871174349287,93695.78558828442,172.69711881356812
261,228846.9373965384,0.7444444444444445,269.896725797482,97420.34883298569,176.09616733198044
262,225193.78173795532,0.7416666666666667,267.733836177473,95865.1971554097,174.68497358251827
263,226484.9887455281,0.7472222222222222,268.50029979485345,96414.86514976599,175.1850585873337
264,222654.1401223236,0.7472222222222222,266.2198602671983,94784.06941596828,173.69716850839387
265,226811.7023066214,0.7472222222222222,268.6938911593869,96553.94740907988,175.3113687425317
266,228509.42503919028,0.75,269.6976252697604,97276.66951631072,175.9662626814444
267,223043.2033410578,0.7611111111111111,266.45235346973425,94949.69398109625,173.8488604630715
268,219845.46245206113,0.7444444444444445,264.53541186604565,93588.41278403239,172.59813736366615
269,227410.29026485255,0.7527777777777778,269.048218004186,96808.76684586814,175.54255198185257
270,225220.0851554489,0.7527777777777778,267.74947184286765,95876.39454409611,174.69517519108373
271,221531.23321074332,0.75,265.5477012317495,94306.04692513823,173.2586132438557
272,219416.90547493537,0.7444444444444445,264.277449300023,93405.975690133,172.4298277294626
273,220514.96704405325,0.75,264.93790604897396,93873.42149614,172.86074774835188
274,224765.07825496665,0.7472222222222222,267.47887108597797,95682.69769383156,174.51861967332187
275,223498.3721259137,0.7527777777777778,266.72409226326386,95143.45974568551,174.02615850147708
276,217192.49620310296,0.75,262.93443811411066,92459.04264538901,171.55356988741454
277,220529.6384365353,0.7472222222222222,264.94671938124856,93879.66712122779,172.8664980738899
278,216807.0818970187,0.7472222222222222,262.7010421800412,92294.97142568599,171.40128893869587
279,219235.46836584684,0.7527777777777778,264.1681604262383,93328.73774821541,172.35852137423115
280,211910.31115076985,0.75,259.7174368878093,90210.41167722794,169.4546130194493
281,219628.1163006244,0.7472222222222222,264.4046155089054,93495.88833021467,172.5127982876721
282,232650.14931831363,0.7583333333333333,272.13019411699673,99039.37959791618,177.55341068964555
283,230403.5023501813,0.7916666666666666,270.8130584174865,98082.97994568586,176.6940355051021
284,203834.1115823809,0.8166666666666667,254.72026393312672,86772.36619517744,166.1941695953415
285,200259.3274410708,0.7555555555555555,252.47677858569432,85250.57734359406,164.7303905517797
286,212066.61433711543,0.8166666666666667,259.8132018836399,90276.9500854353,169.5170956178599
287,219548.8194295632,0.7333333333333333,264.356879472447,93462.13158027505,172.48165254835604
288,204543.42486106913,0.7944444444444444,255.1630739099403,87074.32150132139,166.48308432575487
289,198532.3915512174,0.7555555555555555,251.3858050058988,84515.41916880842,164.01857655887264
290,199263.59932805356,0.7444444444444445,251.84831471082987,84826.69498267409,164.32034452642228
291,201309.2229283921,0.7611111111111111,253.1377408409971,85697.5188048896,165.16164039212512
292,210647.06633898092,0.7444444444444445,258.94216286906703,89672.64721498088,168.94877960139215
293,205771.68877847455,0.7555555555555555,255.92804229885132,87597.1945650988,166.98219375740626
294,212870.10615981492,0.7472222222222222,260.3049351504157,90618.99728319264,169.83793072014944
295,219431.8008673763,0.7638888888888888,264.2864195512111,93412.31667220646,172.43568043793678
296,217670.16626054293,0.7916666666666666,263.2234143232707,92662.38722212783,171.74211460848457
297,196078.1918137784,0.9277777777777778,249.8271941149868,83470.66411441656,163.00164905284046
298,192974.1850377363,0.9361111111111112,247.84186667262577,82149.28561426213,161.70630709392722
299,204963.95004874255,0.7583333333333333,255.425236834177,87253.33945516543,166.654134515557
300,204903.86354384077,0.7666666666666667,255.38779431143325,87227.76057552526,166.62970485739447
301,195887.38463444792,0.7805555555555556,249.70560888340404,83389.43732509755,162.92231984563116
302,205379.1536423365,0.775,255.68381845634147,87430.0920015827,166.82284805763908
303,205630.77424264187,0.7638888888888888,255.84039623378496,87537.20711937359,166.9250084169976
304,193763.8177543544,0.7805555555555556,248.3484221329487,82485.43297798926,162.03681304890085
305,199506.36163853755,0.7916666666666666,252.00168107793465,84930.0391184528,164.42040957672987
306,199379.77251490185,0.7833333333333333,251.92171938236783,84876.15001369418,164.3682379615275
307,201608.1887587447,0.7666666666666667,253.325639479142,85824.78883005767,165.28423628478166
308,198139.58027726985,0.7722222222222223,251.13698900512807,84348.19905317633,163.85623467059247
309,198642.8015956856,0.7777777777777778,251.45569702663727,84562.42082488966,164.06417813830183
310,196284.25986769493,0.7694444444444445,249.9584373814086,83558.38747188977,163.08727971818743
311,195243.58410934955,0.7805555555555556,249.2949318296752,83115.37085758234,162.65437048478157
312,199363.97810697032,0.775,251.9117408545649,84869.42631991088,164.3617273953229
313,199435.19682841716,0.7694444444444445,251.95673200669864,84899.74419423213,164.39108221402697
314,196357.7353551732,0.775,250.0052167299956,83589.66605355767,163.11780125924028
315,196901.4476837211,0.7722222222222223,250.3511082492524,83821.12488501299,163.34348080638478
316,200591.36632002183,0.7638888888888888,252.6860007653317,85391.9265955505,164.86689915093413
317,196729.1306879899,0.7722222222222223,250.2415377157241,83747.76938362431,163.27199068011578
318,198206.1585373493,0.7861111111111111,251.17917860553257,84376.5414788842,163.8837615956063
319,199333.0651098895,0.7722222222222223,251.89220962108985,84856.2666290129,164.34898409379502
320,197157.6417758965,0.7722222222222223,250.51392479051975,83930.18694244149,163.449711694554
321,200274.87356031255,0.775,252.48657827388797,85257.1953406569,164.73678443272377
322,196105.79326305696,0.7722222222222223,249.84477727890496,83482.41407641127,163.01312132159958
323,199910.97229241376,0.775,252.25708877510095,85102.28224082355,164.587052267356
324,196718.25158463893,0.775,250.23461845272473,83743.13813945955,163.26747615445285
325,202471.8789842248,0.7722222222222223,253.86768355757067,86192.4625424837,165.6378970580061
326,197956.130154335,0.7722222222222223,251.0207028490081,84270.10416943839,163.78036288539025
327,199391.9870381026,0.7805555555555556,251.92943595391608,84881.34974730034,164.37327269720492
328,198255.40278518616,0.7722222222222223,251.2103793553805,84397.504799857,163.90411876166627
329,197404.41841477944,0.7805555555555556,250.67065635567687,84035.23998146097,163.55197239387357
330,196438.55562734103,0.7833333333333333,250.05666214649665,83624.07131673025,163.1513672117203
