frame,time_s,area_px2,area_mm2,coverage,area_mm2_smoothed
66,0.66,180665.78627851757,0.05810414044070232,0.5972222222222222,0.05810414044070232
67,0.67,180657.8814676879,0.05810159816500051,0.6222222222222222,0.05810414044070232
68,0.68,181480.38249834155,0.058366123709001676,0.6111111111111112,0.05810414044070232
69,0.69,181304.89530733597,0.05830968506280436,0.6277777777777778,0.05810414044070232
70,0.7,181282.85616220642,0.05830259702687803,0.6166666666666667,0.05810159816500051
71,0.71,181319.0555796566,0.058314239164986875,0.6194444444444445,0.05810159816500051
72,0.72,180260.08822822748,0.057973663403648755,0.6194444444444445,0.05808440364258504
73,0.73,180790.84040818675,0.058144359249490976,0.6138888888888889,0.05808440364258504
74,0.74,180766.38582941788,0.05813649438305183,0.6166666666666667,0.05808440364258504
75,0.75,182191.79309338317,0.05859492132462535,0.6111111111111112,0.05810159816500051
76,0.76,179207.7196772782,0.05763520989045578,0.6305555555555555,0.05810414044070232
77,0.77,181109.1182415189,0.058246720965607963,0.6194444444444445,0.05810159816500051
78,0.78,179679.1575111821,0.0577868295782476,0.6138888888888889,0.05810414044070232
79,0.79,179542.55983190055,0.057742898234608396,0.6222222222222222,0.05810414044070232
80,0.8,176449.57209962443,0.05674815873644747,0.6138888888888889,0.05810414044070232
81,0.81,172300.32104027818,0.055413713121469095,0.6083333333333333,0.05810414044070232
82,0.82,177913.58427404382,0.05721900144962297,0.6111111111111112,0.05813649438305183
83,0.83,179583.8395957872,0.057756174269034365,0.6138888888888889,0.05813649438305183
84,0.84,178445.46424987385,0.05739006000724928,0.6138888888888889,0.057973663403648755
85,0.85,178754.56893527508,0.05748947153624649,0.6194444444444445,0.05791916998690024
86,0.86,179314.26766478934,0.05766947691664566,0.6138888888888889,0.05784405028477265
87,0.87,179481.20458983484,0.05772316570154171,0.6277777777777778,0.0577868295782476
88,0.88,185119.65074304517,0.059536553138653955,0.6222222222222222,0.0577868295782476
89,0.89,184918.1078931942,0.05947173470073175,0.6361111111111111,0.0577868295782476
90,0.9,183565.80147091838,0.05903681780862222,0.6277777777777778,0.0577868295782476
91,0.91,181927.9021431228,0.058510051039272475,0.6138888888888889,0.0577868295782476
92,0.92,180090.6494256017,0.05791916998690024,0.6111111111111112,0.05784405028477265
93,0.93,181122.5068874147,0.05825102690408954,0.6222222222222222,0.05784405028477265
94,0.94,178627.8431646124,0.05744871510899086,0.6194444444444445,0.05791916998690024
95,0.95,191555.7460878024,0.06160647348995398,0.6166666666666667,0.058083920577156396
96,0.96,193843.39113537647,0.062342205760356345,0.6138888888888889,0.058083920577156396
97,0.97,192283.05369412416,0.061840383762462155,0.6,0.05816745718897311
98,0.98,178779.14074756345,0.057497374106298606,0.6055555555555555,0.058170978574583296
99,0.99,179015.40426178358,0.057573359098775805,0.6166666666666667,0.058235978290593966
100,1.0,179857.07639712296,0.05784405028477265,0.6083333333333333,0.05825102690408954
101,1.01,178678.6523250491,0.05746505590408273,0.6222222222222222,0.05828690553516469
102,1.02,178788.35692612964,0.05750033813255264,0.6055555555555555,0.05828690553516469
103,1.03,181427.1656324497,0.05834900856886757,0.6,0.05828690553516469
104,1.04,181234.0659096225,0.05828690553516469,0.6,0.05828690553516469
105,1.05,180873.6090587774,0.058170978574583296,0.6138888888888889,0.05828690553516469
106,1.06,181925.7928810525,0.05850937267696557,0.6166666666666667,0.05828690553516469
107,1.07,181249.15000125454,0.058291756747985125,0.6111111111111112,0.05828690553516469
108,1.08,180862.65985799363,0.05816745718897311,0.6055555555555555,0.05828690553516469
109,1.09,180602.9157581336,0.058083920577156396,0.6055555555555555,0.05828690553516469
110,1.1,181075.71556464565,0.058235978290593966,0.6027777777777777,0.05828690553516469
111,1.11,180269.8843812876,0.05797681395619613,0.5944444444444444,0.058235978290593966
112,1.12,184696.6995236986,0.059400527289185184,0.5944444444444444,0.05821794543606068
113,1.13,184602.59955166193,0.059370263684197705,0.6,0.058170978574583296
114,1.14,185245.37682007783,0.05957698805324095,0.5972222222222222,0.058170978574583296
115,1.15,181299.02283741243,0.058307796410701496,0.6027777777777777,0.058170978574583296
116,1.16,181865.52020936518,0.05848998831065807,0.6138888888888889,0.058170978574583296
117,1.17,180018.6654890692,0.05789601914664479,0.6083333333333333,0.058170978574583296
118,1.18,180475.9128944596,0.0580430750336847,0.6277777777777778,0.058170978574583296
119,1.19,184202.22524822375,0.05924149882376112,0.6027777777777777,0.05816745718897311
120,1.2,186220.1051162095,0.059890471590863574,0.6027777777777777,0.05815596514386483
121,1.21,184374.25682366424,0.05929682610528757,0.6166666666666667,0.05815596514386483
122,1.22,181455.12944903394,0.05835800204549388,0.6138888888888889,0.058114363379340325
123,1.23,180546.7399917517,0.0580658538214831,0.6111111111111112,0.058114363379340325
124,1.24,178794.97327666913,0.05750246602499355,0.6111111111111112,0.058114363379340325
125,1.25,180697.57291597754,0.058114363379340325,0.6111111111111112,0.058114363379340325
126,1.26,179156.46153880868,0.057618724698999715,0.6083333333333333,0.0580658538214831
127,1.27,181019.6452085851,0.05821794543606068,0.6138888888888889,0.0580658538214831
128,1.28,180317.61056363126,0.057992163231001925,0.6083333333333333,0.0580658538214831
129,1.29,180087.09983144584,0.05791802839766197,0.6194444444444445,0.0580658538214831
130,1.3,178145.53198664915,0.05729359843196108,0.6166666666666667,0.0580658538214831
131,1.31,179558.22364731145,0.05774793589308939,0.6138888888888889,0.0580658538214831
132,1.32,180108.15250926864,0.057924799174653374,0.6083333333333333,0.0580658538214831
133,1.33,180826.9271313809,0.05815596514386483,0.6277777777777778,0.058114363379340325
134,1.34,178442.9974900071,0.05738926666964683,0.6333333333333333,0.05815596514386483
135,1.35,179435.32367091803,0.057708409884122125,0.6138888888888889,0.05815596514386483
136,1.36,181205.82672424335,0.05827782349684964,0.6388888888888888,0.05815596514386483
137,1.37,179909.41061816688,0.05786088155643747,0.6305555555555555,0.05815596514386483
138,1.38,182708.12508859532,0.05876097947753752,0.6277777777777778,0.05815596514386483
139,1.39,182119.33899118935,0.058571619273827064,0.6305555555555555,0.05821794543606068
140,1.4,178781.3069747526,0.05749807078922578,0.6361111111111111,0.05827782349684964
141,1.41,177954.31698189452,0.057232101544700396,0.6333333333333333,0.058571619273827064
142,1.42,178278.18863946438,0.05733626229734668,0.6361111111111111,0.05876097947753752
143,1.43,186448.56760687073,0.05996394768678772,0.6277777777777778,0.05940774820796105
144,1.44,184719.15184737812,0.05940774820796105,0.625,0.05940774820796105
145,1.45,186452.8408792805,0.05996532201905812,0.625,0.05940774820796105
146,1.46,186841.35877140184,0.06009027372481574,0.6388888888888888,0.05940774820796105
147,1.47,188194.1173958191,0.06052533605019892,0.6305555555555555,0.05940774820796105
148,1.48,189164.02476530755,0.06083726912381558,0.625,0.05940774820796105
149,1.49,189324.3755399916,0.060888839728986247,0.6222222222222222,0.05940774820796105
150,1.5,187082.3842546208,0.060167790219860094,0.6305555555555555,0.05940774820796105
151,1.51,190054.989625957,0.06112381340238253,0.6305555555555555,0.05940774820796105
152,1.52,189494.55495953807,0.06094357133643184,0.6444444444444445,0.05940774820796105
153,1.53,189042.49263353477,0.06079818302899906,0.6527777777777778,0.05940774820796105
154,1.54,189497.59596263856,0.06094454935709016,0.6416666666666667,0.05940774820796105
155,1.55,187786.01578347152,0.06039408600066622,0.6416666666666667,0.05940774820796105
156,1.56,186907.6298907725,0.060111587259084706,0.6361111111111111,0.05940774820796105
157,1.57,185092.2420009828,0.059527738180211086,0.6416666666666667,0.05940774820796105
158,1.58,186212.14440470075,0.05988791133687724,0.65,0.05940774820796105
159,1.59,184371.0396293998,0.05929579141957747,0.6388888888888888,0.059334626166404884
160,1.6,184434.10660928735,0.05931607446670023,0.6305555555555555,0.05931607446670023
161,1.61,183847.81054427096,0.05912751508529624,0.6527777777777778,0.05931607446670023
162,1.62,182608.52787483027,0.05872894789803754,0.6416666666666667,0.05931607446670023
163,1.63,181149.07510917107,0.05825957154178763,0.6388888888888888,0.05931607446670023
164,1.64,184491.79023369902,0.059334626166404884,0.6305555555555555,0.05931607446670023
165,1.65,176833.58593385082,0.05687166188673773,0.6277777777777778,0.05931607446670023
166,1.66,183217.8124992244,0.05892490065762413,0.6277777777777778,0.05931607446670023
167,1.67,182178.5023803396,0.05859064688244597,0.6277777777777778,0.05931607446670023
168,1.68,184319.8190234265,0.059279318298992585,0.6361111111111111,0.05931607446670023
169,1.69,175462.7165802386,0.05643077494799358,0.6416666666666667,0.05931607446670023
170,1.7,174624.00897108516,0.056161037186822735,0.6305555555555555,0.05929579141957747
171,1.71,174069.0066199705,0.05598254221431935,0.625,0.059279318298992585
172,1.72,179217.01607149348,0.057638199714961036,0.6277777777777778,0.05912751508529624
173,1.73,181376.9013815754,0.05833284302279431,0.6333333333333333,0.05892490065762413
174,1.74,181499.20260183193,0.05837217646508149,0.6333333333333333,0.05892490065762413
175,1.75,180270.71682152848,0.05797708167830147,0.625,0.05892490065762413
176,1.76,187384.3278734546,0.06026489866964066,0.6277777777777778,0.05892490065762413
177,1.77,189779.234892475,0.06103512759146354,0.6333333333333333,0.05892490065762413
178,1.78,188686.26618720917,0.0606836166138944,0.6388888888888888,0.05905554327907757
179,1.79,187447.6666285534,0.06028526912271541,0.6333333333333333,0.05905554327907757
180,1.8,187389.01401212,0.060266405784323226,0.6472222222222223,0.05892490065762413
181,1.81,186982.9058886289,0.06013579686313514,0.6472222222222223,0.05905554327907757
182,1.82,187145.0836773168,0.060187955056473175,0.6416666666666667,0.059279318298992585
183,1.83,186726.82565624622,0.060053438592136806,0.6333333333333333,0.059628883864628196
184,1.84,186594.97678561797,0.06001103451855023,0.6472222222222223,0.06001103451855023
185,1.85,180872.53634986116,0.05817063357938079,0.6361111111111111,0.06001103451855023
186,1.86,181842.3356523274,0.058482531897432695,0.6361111111111111,0.06001103451855023
187,1.87,182611.77990970205,0.05872999378887719,0.6416666666666667,0.06001103451855023
188,1.88,180468.30719998697,0.05804062895715362,0.6527777777777778,0.060053438592136806
189,1.89,193483.89215711676,0.062226586862327196,0.65,0.060053438592136806
190,1.9,192117.9017201197,0.06178726903781351,0.6388888888888888,0.060053438592136806
191,1.91,191305.04436813475,0.061525845008887636,0.6416666666666667,0.060053438592136806
192,1.92,185406.73877290467,0.059628883864628196,0.6583333333333333,0.06001103451855023
193,1.93,183624.0254084483,0.05905554327907757,0.6555555555555556,0.05964657396328736
194,1.94,181036.9779950932,0.0582235198543401,0.6555555555555556,0.059628883864628196
195,1.95,181008.12594755174,0.058214240712689186,0.6555555555555556,0.05905554327907757
196,1.96,192686.63653995525,0.06197018052607005,0.65,0.05872999378887719
197,1.97,191684.0102245687,0.06164772467297922,0.6333333333333333,0.05872999378887719
198,1.98,194284.2734267272,0.06248399844342124,0.6361111111111111,0.05872999378887719
199,1.99,200071.75267735735,0.0643453165939307,0.6388888888888888,0.05872999378887719
200,2.0,178404.40745531794,0.05737685568225747,0.6388888888888888,0.05872999378887719
201,2.01,180938.0146639755,0.0581916921385994,0.6194444444444445,0.05905554327907757
202,2.02,181247.9958714971,0.05829138556692814,0.6361111111111111,0.05909072954744593
203,2.03,187082.85100703742,0.06016794033266521,0.6444444444444445,0.059110122489122126
204,2.04,185461.74338289222,0.05964657396328736,0.6472222222222223,0.059628883864628196
205,2.05,179571.179391733,0.05775210260560806,0.65,0.059628883864628196
206,2.06,176468.22523562895,0.0567541577939137,0.6444444444444445,0.059628883864628196
207,2.07,181062.981078534,0.058231882737225994,0.6416666666666667,0.059628883864628196
208,2.08,182563.29179525233,0.058714399468171946,0.6416666666666667,0.05964657396328736
209,2.09,177031.01919748852,0.056935158635703725,0.6416666666666667,0.059795862514478354
210,2.1,182122.99779158176,0.05857279598501419,0.6416666666666667,0.06016794033266521
211,2.11,179631.98309128135,0.05777165775642353,0.6305555555555555,0.06016794033266521
212,2.12,183793.73097198253,0.059110122489122126,0.6305555555555555,0.06016794033266521
213,2.13,183733.43163652022,0.05909072954744593,0.6277777777777778,0.059795862514478354
214,2.14,185925.9329101571,0.059795862514478354,0.6361111111111111,0.059795862514478354
215,2.15,193363.7561611888,0.06218794978043599,0.6416666666666667,0.059795862514478354
216,2.16,194126.47886003403,0.06243324994337163,0.6444444444444445,0.0600900730835391
217,2.17,194540.84423386323,0.062566514488755,0.65,0.0600900730835391
218,2.18,192514.9113076257,0.06191495176791932,0.6416666666666667,0.0600900730835391
219,2.19,191895.2330188133,0.061715656289440056,0.6416666666666667,0.06007077887743019
220,2.2,189739.8446586322,0.06102245925106363,0.6361111111111111,0.0600900730835391
221,2.21,197058.77417646267,0.06337630896073712,0.6416666666666667,0.060230701327162746
222,2.22,191269.09773312442,0.061514284168442776,0.6361111111111111,0.061018238368866044
223,2.23,189859.28128247923,0.06106087140706019,0.6333333333333333,0.061018238368866044
224,2.24,193144.67245765502,0.062117490007500505,0.6444444444444445,0.06102245925106363
225,2.25,191445.81041973198,0.06157111694775203,0.6444444444444445,0.06103885271776192
226,2.26,184634.00689670249,0.059380364638145305,0.6361111111111111,0.06103885271776192
227,2.27,187277.99655660614,0.060230701327162746,0.6333333333333333,0.06103885271776192
228,2.28,181275.98185217936,0.058300386171776616,0.6416666666666667,0.06106087140706019
229,2.29,186840.73490856297,0.0600900730835391,0.6277777777777778,0.06109150846355447
230,2.3,189954.54244388387,0.06109150846355447,0.6333333333333333,0.06119378831616331
231,2.31,189726.7204820205,0.061018238368866044,0.6416666666666667,0.06119378831616331
232,2.32,186475.19388457667,0.059972510995929464,0.65,0.06119378831616331
233,2.33,186211.21883478182,0.059887613663224336,0.6527777777777778,0.06119378831616331
234,2.34,186780.74257598826,0.06007077887743019,0.6444444444444445,0.06109150846355447
235,2.35,192036.87947201778,0.06176121137532241,0.65,0.06106087140706019
236,2.36,189790.81759323573,0.06103885271776192,0.6555555555555556,0.06109150846355447
237,2.37,190428.08165772603,0.06124380397867125,0.6416666666666667,0.06106087140706019
238,2.38,188083.01014030018,0.060489602712350994,0.625,0.06103885271776192
239,2.39,190415.73361161456,0.0612398327087357,0.6194444444444445,0.06103885271776192
240,2.4,190272.56573537175,0.06119378831616331,0.6388888888888888,0.061018238368866044
241,2.41,188403.41737208705,0.060592649266861656,0.625,0.06075081603646131
242,2.42,185875.7474146262,0.05977972229700565,0.6388888888888888,0.061018238368866044
243,2.43,192728.44662354264,0.06198362711725171,0.6361111111111111,0.06103885271776192
244,2.44,192286.81341835653,0.061841592931886624,0.6305555555555555,0.06109150846355447
245,2.45,191475.95580991099,0.06158081204288145,0.6333333333333333,0.06109150846355447
246,2.46,191089.15326678916,0.061456412012575075,0.6305555555555555,0.06103885271776192
247,2.47,191454.1072742651,0.06157378530910001,0.6388888888888888,0.06103885271776192
248,2.48,192322.58124508872,0.061853096265586466,0.6222222222222222,0.06103885271776192
249,2.49,188895.21233843747,0.06075081603646131,0.6333333333333333,0.06103885271776192
250,2.5,184899.76252981674,0.059465834626389644,0.6305555555555555,0.06103885271776192
251,2.51,192409.34483469772,0.061881000407812976,0.6277777777777778,0.06075081603646131
252,2.52,188894.2890381503,0.0607505190927474,0.6333333333333333,0.0607505190927474
253,2.53,188402.71923598766,0.06059242473847252,0.6361111111111111,0.06070290871930675
254,2.54,191447.71600874024,0.06157172980652092,0.6416666666666667,0.06070290871930675
255,2.55,184098.27772652343,0.059208068136502895,0.6388888888888888,0.060592649266861656
256,2.56,188746.2519879947,0.06070290871930675,0.6416666666666667,0.06059242473847252
257,2.57,191176.0562848053,0.06148436099653901,0.6194444444444445,0.05977972229700565
258,2.58,190596.54425037318,0.061297983435356446,0.6416666666666667,0.05960292584588429
259,2.59,190436.13566605616,0.061246394237960314,0.6361111111111111,0.059465834626389644
260,2.6,183439.50067121422,0.05899619805678681,0.6527777777777778,0.059208068136502895
261,2.61,180472.98901491586,0.058042134681274095,0.65,0.05899619805678681
262,2.62,180121.26480990005,0.057929016237402674,0.6472222222222223,0.058440251981378234
263,2.63,181710.87283023188,0.058440251981378234,0.6472222222222223,0.05829354429080434
264,2.64,174198.42207584553,0.056024163674465485,0.65,0.05829354429080434
265,2.65,172749.59177196267,0.055558203620901296,0.6472222222222223,0.0582711597040192
266,2.66,175938.66423848568,0.056583845045807116,0.6361111111111111,0.05823389057874897
267,2.67,180155.45303008755,0.05794001155194513,0.6222222222222222,0.05814593785292849
268,2.68,179615.57415047588,0.057766380457269756,0.6361111111111111,0.05808234321291766
269,2.69,180484.92483255581,0.058045973373915975,0.6166666666666667,0.058045973373915975
270,2.7,180111.79857597104,0.057925971790543165,0.6416666666666667,0.058045973373915975
271,2.71,178771.68597480783,0.057494976567882126,0.6361111111111111,0.058045973373915975
272,2.72,185326.02635153453,0.05960292584588429,0.6222222222222222,0.058045973373915975
273,2.73,181185.1066970271,0.0582711597040192,0.6305555555555555,0.058045973373915975
274,2.74,177343.14983428485,0.05703554334456221,0.6361111111111111,0.058042134681274095
275,2.75,180071.62655074403,0.057913052017277526,0.6472222222222223,0.058008568390870395
276,2.76,181254.70808758866,0.05829354429080434,0.65,0.058008568390870395
277,2.77,181069.22414941882,0.05823389057874897,0.6305555555555555,0.058008568390870395
278,2.78,180598.01118940103,0.05808234321291766,0.6472222222222223,0.058045973373915975
279,2.79,181937.39606567996,0.05851310439110493,0.6416666666666667,0.058045973373915975
280,2.8,180040.95670407976,0.057903188251068195,0.6277777777777778,0.05805000983900445
281,2.81,179206.6448966631,0.05763486422897173,0.6361111111111111,0.05808234321291766
282,2.82,180795.74883001516,0.05814593785292849,0.6361111111111111,0.05808234321291766
283,2.83,179435.1453332806,0.05770835252874043,0.6305555555555555,0.05811101130562862
284,2.84,180368.6198563285,0.058008568390870395,0.6333333333333333,0.05812139471626423
285,2.85,181385.75998757046,0.058335692049704437,0.6416666666666667,0.05812139471626423
286,2.86,181580.57284254758,0.05839834604589492,0.6277777777777778,0.05814593785292849
287,2.87,183618.2710649421,0.0590536926177536,0.6472222222222223,0.05823389057874897
288,2.88,183376.1804954268,0.05897583357902669,0.6305555555555555,0.05823389057874897
289,2.89,176733.08604001917,0.05683933999521773,0.6555555555555556,0.05823389057874897
290,2.9,180285.0777495324,0.0579817003135992,0.6361111111111111,0.058283805835034654
291,2.91,180497.47559285385,0.05805000983900445,0.6444444444444445,0.05829354429080434
292,2.92,183148.24278234216,0.058902526257449024,0.6472222222222223,0.058283805835034654
293,2.93,180687.15016420465,0.05811101130562862,0.6416666666666667,0.058335692049704437
294,2.94,182561.06609139452,0.058713683656881954,0.6472222222222223,0.05834687978946589
295,2.95,182993.02169659344,0.05885260541769578,0.6416666666666667,0.05834687978946589
296,2.96,182031.82575451618,0.058543474036708176,0.6388888888888888,0.05839834604589492
297,2.97,180229.33969659597,0.05796377433147264,0.6388888888888888,0.058443437322026386
298,2.98,181224.42787424373,0.058283805835034654,0.6444444444444445,0.058443437322026386
299,2.99,180719.4357643789,0.05812139471626423,0.6416666666666667,0.05845553741339873
300,3.0,179657.14004631434,0.0577797485149363,0.6388888888888888,0.05845553741339873
301,3.01,181908.59493090594,0.05850384162357028,0.6361111111111111,0.05845553741339873
302,3.02,181420.54652404363,0.05834687978946589,0.6416666666666667,0.05845553741339873
303,3.03,181767.22363536782,0.05845837503147538,0.6083333333333333,0.058443437322026386
304,3.04,181720.77715147988,0.058443437322026386,0.6194444444444445,0.05834687978946589
305,3.05,182589.85195453762,0.058722941512889044,0.6388888888888888,0.058443437322026386
306,3.06,182502.58180158696,0.05869487445421801,0.6527777777777778,0.05845553741339873
307,3.07,179692.00783648528,0.057790962386797054,0.6388888888888888,0.05845837503147538
308,3.08,182851.18441837825,0.05880698896035263,0.6416666666666667,0.05845837503147538
309,3.09,181758.40050336573,0.05845553741339873,0.6361111111111111,0.058465170158156866
310,3.1,187219.01117960346,0.06021173096924435,0.65,0.058465170158156866
311,3.11,184612.1618138879,0.059373339014833104,0.6527777777777778,0.058465170158156866
312,3.12,186973.2278311966,0.06013268429146441,0.6472222222222223,0.05845837503147538
313,3.13,179949.57838563496,0.05787379996036015,0.6555555555555556,0.058465170158156866
314,3.14,182182.91202858978,0.058592065074714136,0.6638888888888889,0.058487433807063324
315,3.15,177743.99487079235,0.057164459598026414,0.6611111111111111,0.05850384162357028
316,3.16,179178.07969363237,0.057625677339728315,0.6527777777777778,0.058592065074714136
317,3.17,179576.78774425332,0.057753906314595774,0.6416666666666667,0.05869487445421801
318,3.18,179655.68577094827,0.05777928080368975,0.65,0.058716134571380856
319,3.19,181140.2260083587,0.05825672557185073,0.6416666666666667,0.058722941512889044
320,3.2,181857.57737780455,0.058487433807063324,0.6527777777777778,0.05880698896035263
321,3.21,183426.90721896623,0.05899214786148905,0.6472222222222223,0.05899214786148905
322,3.22,182568.68682877548,0.058716134571380856,0.6277777777777778,0.05937062817273256
323,3.23,181788.3520247642,0.058465170158156866,0.65,0.059373339014833104
324,3.24,189157.18562577624,0.06083506957993953,0.625,0.0596394020409599
325,3.25,187254.57859696902,0.060223169849047166,0.6388888888888888,0.05966148897106744
326,3.26,193699.07881489795,0.06229579330169922,0.65,0.05966148897106744
327,3.27,181109.39453839965,0.05824680982577951,0.6305555555555555,0.059803006796731756
328,3.28,187270.4068903084,0.060228260405472224,0.6472222222222223,0.059803006796731756
329,3.29,187810.0357893319,0.0604018111035905,0.625,0.05990097023991228
330,3.3,192733.83029131283,0.06198535856510715,0.6305555555555555,0.060041453566595085
331,3.31,188762.65228132714,0.060708183237336344,0.6305555555555555,0.06012044785851992
332,3.32,184603.73287206283,0.05937062817273256,0.6444444444444445,0.06019687774740595
333,3.33,186689.56008366152,0.060041453566595085,0.6472222222222223,0.06019687774740595
334,3.34,185948.14694449128,0.059803006796731756,0.6277777777777778,0.06019687774740595
335,3.35,186935.18054640086,0.06012044785851992,0.6333333333333333,0.06019687774740595
336,3.36,185508.11927947207,0.05966148897106744,0.625,0.06019687774740595
337,3.37,185439.44340604736,0.0596394020409599,0.6305555555555555,0.06019687774740595
338,3.38,192677.64724979334,0.061967289469668126,0.6333333333333333,0.06019687774740595
339,3.39,193479.99840145055,0.06222533458689236,0.6277777777777778,0.06019687774740595
340,3.4,192224.82975219577,0.06182165829059222,0.6222222222222222,0.06012044785851992
341,3.41,187172.82739679812,0.06019687774740595,0.6194444444444445,0.06012044785851992
342,3.42,186252.74903230328,0.05990097023991228,0.6194444444444445,0.06012044785851992
343,3.43,190342.4686878625,0.061216269888642566,0.6083333333333333,0.06012044785851992
