4.8,347225.6667,32534.39696,610476,600244.3333,24962.12099
4.85,348413.3333,32029.43559,604310,601969.6667,30386.16975
4.9,347899.3333,29045.4298,603778,598048.6667,27203.32616
4.95,353998,31646.19685,598760,591603.3333,31498.7793
5,351995.6667,29665.34706,604045,594660.3333,27646.60199
5.05,349955.3333,18109.24097,597783,589067.6667,17221.12706
5.1,356020.6667,10315.8643,599515,590098.3333,14968.56414
5.15,349400.6667,24928.86071,607259,589165.3333,29060.91413
5.2,351803.3333,27056.81033,602889,584838.3333,29411.34975
5.25,349064.6667,22407.76029,596130,589559.3333,25221.3062
5.3,353498.6667,17397.2787,591327,590122.6667,20643.86399
5.35,350788.3333,21387.47863,582598,587533.6667,13011.62612
5.4,351776.6667,27247.96142,592755,592218,9939.38575
5.45,362208.6667,12086.10067,591353,598838.3333,12818.89786
5.5,364310.3333,10903.78294,603921,602035.6667,6669.92881
5.55,359968.3333,11423.59074,586716,599835.6667,20740.5109
5.6,367418,20770,603133,604049,13740.91758
5.65,369621.6667,21075.52536,616617,606423,14605.98244
5.7,366895,20023.44813,603975,606943.6667,8951.15704
5.75,371148.3333,13320.47868,604126,603880,6596.44116
5.8,367418,10307.9692,615645,608025,9540.4612
5.85,369962.3333,8705.61637,608707,608614.3333,5183.62126
5.9,366311,12598.70474,604048,605621.6667,11469.7538
5.95,369311,13800.48796,612449,612238,13797.71006
6,371090,19197.68598,603928,610720.3333,14401.59763
6.05,375998.3333,14307.15158,605766,613230,16861.25147
6.1,378966.6667,1531.67109,606945,616590.3333,10532.16817
6.15,377917,12308.86741,613503,617067,7019.94281
6.2,378626.6667,26054.35628,607131,619463.6667,22206.14693
6.25,374462.6667,31254.64472,604116,615724.6667,24026.45501
6.3,376910.6667,17448.87484,611252,617605.6667,14353.10428
6.35,374269.3333,18845.658,604419,613552.3333,12465.81559
6.4,380892,13807.4557,606095,616522.6667,16855.74769
6.45,376252,20422.32178,598252,612563.3333,14344.11159
6.5,379675.6667,15619.71144,602208,610332,15526.51967
6.55,379383,16002.76773,598573,611246.6667,14894.32987
6.6,378148.3333,13968.23916,608911,616339.3333,19424.70114
6.65,381707.6667,21278.48802,615527,616546.6667,26970.95998
6.7,371545,31428.53183,607815,610771,34997.75233
6.75,381296.3333,28055.43534,611488,616291.3333,21154.03246
6.8,376963.6667,25585.70582,616972,619642.6667,28897.70528
6.85,384630.3333,26543.8488,620005,620503.3333,29165.69317
6.9,382980.6667,27518.38877,619684,622560.3333,25097.42362
6.95,391421.6667,27487.21718,621311,621263.6667,29388.02859
7,389653.6667,29861.13481,622237,623748,27685.44222
7.05,393140.6667,28638.42769,625153,622220.3333,27103.25915
7.1,389914.3333,25113.8827,625097,623738.6667,25825.3055
7.15,390527.6667,20138.08892,621049,625194.3333,25353.45036
7.2,396555.6667,22086.61324,631436,631017.6667,22216.45414
7.25,393306.3333,31565.96148,625702,625869.6667,25958.90611
7.3,393894,31721.15671,619653,627833,20579.69835
7.35,395334,25149.81344,621672,624516.3333,22596.16464
7.4,399670,26435.22531,620617,626309.3333,23986.5409
7.45,400674.6667,33121.9488,614566,626165.6667,30704.32234
7.5,399810,28358.73142,626742,628575.3333,22400.3386
7.55,402703,34235.03289,628394,635550,25956.66943
7.6,408660,46989.21494,636049,636192.3333,33283.23147
7.65,411733.3333,54702.84942,626338,637229.3333,34865.09833
7.7,415912,50930.59272,629430,634493.3333,34843.02462
7.75,413470.3333,51719.53555,640905,641087.3333,32373.8851
7.8,414261.6667,57035.359,630583,636742,37744.27839
7.85,418340.3333,43762.66606,633879,637690.3333,36257.55294
7.9,410800.6667,49318.21673,637065,635164.3333,37567.07816
7.95,413363.3333,45738.53308,634813,641982,30941.77721
8,409084.3333,44514.94581,628685,636321,31867.68972
8.05,415594,43699.05927,626420,638126.3333,32985.09682
8.1,416357.3333,32836.81794,621854,635874.3333,29935.49259
8.15,416136.6667,29208.19461,628971,638580.6667,20987.99243
8.2,415774,28452.19213,624465,634827.3333,20297.13513
8.25,412968,29888.9192,627099,635001,24903.69908
8.3,415857.6667,34132.67844,621971,632265.6667,24009.64328
8.35,413554.3333,34297.96987,622494,634472.6667,21321.78992
8.4,405138,33545.73506,615633,627336.3333,24487.94137
8.45,409502.6667,29693.73438,615097,627979.6667,24556.7038
8.5,411242,26359.88566,629792,632468.3333,22361.94071
8.55,411289.6667,29648.06977,632244,633716.6667,23436.72683
8.6,416914.3333,33795.87327,631689,634972.3333,25553.69314
8.65,417614.6667,38103.38403,636038,637097,30667.21658
8.7,415668.6667,35802.23541,629401,634435.6667,25479.82962
8.75,417127.3333,33568.10153,639306,636974,31698.40097
8.8,416973,36339.17846,638665,636539.3333,32543.60792
8.85,413739,34725.57889,639463,633440.3333,37534.16158
8.9,418082,32196.10021,645509,636920.3333,31750.52102
8.95,419554.6667,37000.80886,646366,637180.3333,35746.88384
9,416663.6667,41235.44025,638488,637828.6667,28640.69247
9.05,424676.3333,44641.46844,645275,645871.6667,34991.8155
9.1,423721.6667,34429.68351,642718,637999,31822.01507
9.15,423339.6667,40549.66309,642023,633173.6667,37790.25073
9.2,422333.3333,44426.78321,652079,638549,34944.0684
9.25,419153,42410.45073,653766,639521,32685.96199
9.3,423658.3333,43015.26879,648430,637645.6667,32240.86547
9.35,425043.3333,37194.47634,648691,634450,32341.3832
9.4,423243.6667,34726.12873,653743,637826.6667,27684.02648
9.45,425385.3333,40640.55458,656526,640593.3333,29085.25771
9.5,423713,36210.33924,655153,640191,25424.62798
9.55,426476.6667,35546.0157,657068,640312,26506.86281
9.6,425934.3333,40107.67795,655901,638472,34258.82078
9.65,432583.6667,44608.96318,660862,642750,38167.98428
9.7,433459,34828.33359,662250,643660.3333,30943.31641
9.75,436265.6667,33587.53533,661185,647340,27969.81675
9.8,432133,33131.74005,658437,646056.3333,30648.648
9.85,427765.3333,33979.62955,651126,643077.6667,26924.33461
9.9,431263.6667,29688.29241,650653,642970.3333,31008.21377
9.95,433636,29502.47479,651078,641844.3333,28152.09595
10,430737.6667,33506.6466,650591,643500.6667,27594.36766
10.05,430991.6667,31945.47521,650653,640364.3333,26097.20938
10.1,431353,35636.87496,651887,640980,29947.1723
10.15,431652,44030.48076,649574,641812.3333,27260.22275
10.2,434277,37114.66043,654355,644160.6667,27001.59496
10.25,435197.3333,42968.45179,651304,641062,29508.62008
10.3,439337.3333,38317.47004,654294,644211,25401.56745
10.35,435174.6667,35997.01016,658856,645354.3333,22826.68772
10.4,438095,42378.70112,657233,644919.6667,32491.72968
10.45,436962.6667,40482.20259,650886,643130.6667,28501.64026
10.5,436882.3333,35768.55899,655528,647175,26562.49949
10.55,442280,34749.31051,656856,649208.6667,25223.96086
10.6,443546,37529.94362,659221,649861.6667,26660.01208
10.65,444030.3333,35113.501,666511,648853.3333,29711.00968
10.7,441405.6667,31963.21599,668328,650545.6667,27527.28113
10.75,441678.3333,33811.51106,661527,647662,25095.53747
10.8,442632,35021.80705,663034,649644.6667,21333.45575
10.85,445366.3333,31802.82444,663582,651564.3333,20807.41551
10.9,445078,33056.87821,659550,650421,21194.25726
10.95,447337.3333,29623.68128,658174,651551.6667,18172.22513
11,446424,37735.21791,655216,651323,16381.194
11.05,450380,34302.98347,659667,654415,16903.43243
11.1,458772.3333,33955.27107,666793,660444,13432.40972
11.15,458943.6667,32637.38918,664601,656921.6667,11531.06761
11.2,460616.3333,34531.37041,671548,656915,15250.58219
11.25,464140,35797.00708,673304,659916.6667,17040.85213
11.3,469335.3333,31948.17585,674665,661128.3333,15458.87892
11.35,463832,30235.92444,668985,659993,13262.87088
11.4,464338.6667,32180.06909,671381,658097,18088.73055
11.45,464817.3333,28863.61887,671025,657185.6667,17902.75848
11.5,467908.3333,29751.76999,674088,660997.6667,18346.22087
11.55,460406.6667,28326.12134,671977,658844.6667,19538.58466
11.6,458173,34810.88904,673638,659817.3333,21580.36073
11.65,458994.3333,30164.31893,673045,658490.3333,21441.26317
11.7,460823.3333,39558.1671,672241,656577,24578.5819
11.75,462738.3333,38252.85821,674348,655820.3333,27490.09251
11.8,467028.6667,39403.88961,675647,656704,26473.24013
11.85,468864,41974.28913,673673,660181.6667,25109.01594
11.9,467378.6667,38097.29619,670979,658869,19099.90691
11.95,465937.6667,33847.45007,668810,657016.3333,17822.41735
12,464492,35141.8793,670856,658285,15420.1119
12.05,462090,28499.16257,667873,657148.6667,14074.03795
12.1,459773.3333,35548.91938,667138,655478.6667,16376.33931
12.15,460073.3333,33433.32697,668992,659155.3333,15900.54981
