x,y,z,u2,v2,w2
0.0,0.0,2.500000000000001e-05,0.0,0.0,0.0
1.0000000000000026e-05,0.0,2.500000000000001e-05,0.0,0.0,0.0
1.9999999999899872e-05,0.0,2.500000000000001e-05,0.0,0.0,0.0
2.99999999998999e-05,0.0,2.500000000000001e-05,0.0,0.0,0.0
3.9999999999899925e-05,0.0,2.500000000000001e-05,0.0,0.0,0.0
4.999999999989995e-05,0.0,2.500000000000001e-05,0.0,0.0,0.0
5.999999999989998e-05,0.0,2.500000000000001e-05,0.0,0.0,0.0
6.99999999999e-05,0.0,2.500000000000001e-05,0.0,0.0,0.0
7.999999999990003e-05,0.0,2.500000000000001e-05,0.0,0.0,0.0
8.99999999999998e-05,0.0,2.500000000000001e-05,0.0,0.0,0.0
9.999999999999983e-05,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00010999999999989967,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00011999999999999988,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00012999999999989973,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00013999999999999993,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00014999999999989978,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00015999999999999999,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00016999999999999958,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00018000000000000004,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00018999999999999963,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.0002000000000000001,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00020999999999999968,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00022000000000000014,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00022999999999999974,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.0002400000000000002,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.0002499999999999998,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00026000000000000025,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00026999999999999984,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.0002799999999998997,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.0002899999999999999,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00029999999999989974,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00030999999999999995,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.0003199999999998998,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00033,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.0003399999999999996,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00035000000000000005,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00035999999999999964,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.0003700000000000001,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.0003799999999999997,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00039000000000000016,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00039999999999999975,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.0004100000000000002,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.0004199999999999998,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00042999999999989965,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.00043999999999999985,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.0004499999999998997,0.0,2.500000000000001e-05,0.0,0.0,0.0
0.0,5e-06,2.500000000000001e-05,0.3231340096146062,0.0003130382888070914,-4.3820015845215714e-05
1.0000000000000026e-05,5e-06,2.500000000000001e-05,0.3196791459380981,0.0008120970339270107,-0.00011266676368787892
1.9999999999899872e-05,5e-06,2.500000000000001e-05,0.3125732756346978,0.0015774031295285,-0.00039100838487029566
2.99999999998999e-05,5e-06,2.500000000000001e-05,0.3134068817064402,0.0005567304637421314,0.0004056196582110765
3.9999999999899925e-05,5e-06,2.500000000000001e-05,0.3092848406019902,0.0017482326075576,0.00025765952609636713
4.999999999989995e-05,5e-06,2.500000000000001e-05,0.2991203509119424,0.0015904989860497,-0.00028237226030808924
5.999999999989998e-05,5e-06,2.500000000000001e-05,0.2992741425833264,0.0015467853822487,0.0001493838941841679
6.99999999999e-05,5e-06,2.500000000000001e-05,0.2947704210732872,0.0013975073807262,-0.00040203767381718944
7.999999999990003e-05,5e-06,2.500000000000001e-05,0.2883711590773452,0.0016970551665572,-0.00020969947526227128
8.99999999999998e-05,5e-06,2.500000000000001e-05,0.2777386734015123,0.0023932810840037,0.00019602053244328123
9.999999999999983e-05,5e-06,2.500000000000001e-05,0.2708008455403312,0.0026462293895876,-0.0003145317187322422
0.00010999999999989967,5e-06,2.500000000000001e-05,0.2620368615118617,0.0023517247695078,-9.803363837091376e-05
0.00011999999999999988,5e-06,2.500000000000001e-05,0.2531615108626364,0.0028308487381119,-1.2218570801419676e-05
0.00012999999999989973,5e-06,2.500000000000001e-05,0.2426701200985991,0.0027927394982539,4.168276424908497e-05
0.00013999999999999993,5e-06,2.500000000000001e-05,0.2374833871370288,0.0021641606102127,-0.0004977570760396407
0.00014999999999989978,5e-06,2.500000000000001e-05,0.2282980348466517,0.0021085819947329,4.1807677072080505e-06
